category,sub_category,crimeaditionalinfo,processed_text
Cryptocurrency Crime,Cryptocurrency Fraud,"Hello SirMadam

My father was duped for  lacs from this man name Mr Deepak Bisani

He cheated us giving coins  dollars per coin where rate was  dollars he then said we have to press button to get interest daily of  percent and we can get upto  percent in a month that we can withdraw

He is making all wrong promises and telling we will get  percent everyday on our investment and my father fall for his trap and gave him  lacs of his hard earned money and now he says u have to wait  months to encash ur earnings immediately after buying prices fallen on his websites to  percent even his app seems to be operated by him He is giving seminars in premium hotels and fooling people and going to their homes and collecting money Please take action sir and help us get our money back

Thanks
Gautam
",hello sirmadam father dupe lac man name mr deepak bisani cheat us give coin dollar per coin rate dollar said press button get interest daili percent get upto percent month withdraw make wrong promis tell get percent everyday invest father fall trap gave lac hard earn money say u wait month encash ur earn immedi buy price fallen websit percent even app seem oper give seminar premium hotel fool peopl go home collect money pleas take action sir help us get money back thank gautam
Cryptocurrency Crime,Cryptocurrency Fraud,Future tradeinvestment Ltd is the company CEO no  I had lost  dollars asking  for returning they saying for reinvesting  all INDIAN people are making this scam these all fake ids people,futur tradeinvest ltd compani ceo lost dollar ask return say reinvest indian peopl make scam fake id peopl
Cryptocurrency Crime,Cryptocurrency Fraud,Hello respected sir there is a new trading Scam running out all over India this is a very high volume scam I lost at least three lakhs in this scam and I meet many more people who lose five lakhs to ten lakhs and much more what the scammer has done they create a group of participating members is involved in this group the encourage you to add more funds to their wallet when you will win the trade you can only deposit the amount but you canot release the money from their application,hello respect sir new trade scam run india high volum scam lost least three lakh scam meet mani peopl lose five lakh ten lakh much scammer done creat group particip member involv group encourag add fund wallet win trade deposit amount canot releas money applic
Cryptocurrency Crime,Cryptocurrency Fraud,"Jaha se sara kam Oprat karte hai telegram se bat  karke investment ke naam lut lete hai hai binance me network Address se paisa lete hai 
Website me khud se show kar dete hai 

Frist deposit Kara dete jitna lagaye utna hi
Bad me  dollor ka Bounce hai redim karao  dollor add karoge tabhi hi apka main paisa redim hoga karke  doloradd kro kam se kam karke ludte hai





Naam bus ka hai sara kam telegram se kar dete hai



Mera INR liye
Fir withdrawal itna hi kiye 
dress  TDCuZfGMPFoYrghhsaLnoVHGE 
Network  Trc

 withdrawal karake paisa liye investment ke naam me",jaha se sara kam oprat kart hai telegram se bat kark invest ke naam lut lete hai hai binanc network address se paisa lete hai websit khud se show kar dete hai frist deposit kara dete jitna lagay utna hi bad dollor ka bounc hai redim karao dollor add karog tabhi hi apka main paisa redim hoga kark doloradd kro kam se kam kark ludt hai naam bu ka hai sara kam telegram se kar dete hai mera inr liy fir withdraw itna hi kiy dress tdcuzfgmpfoyrghhsalnovhg network trc withdraw karak paisa liy invest ke naam
Cryptocurrency Crime,Cryptocurrency Fraud,"Sir met this guy through telegram mentioned his name as tony Henderson and told to trading in Zontrade which is based in Uk  I transferred Xrp token in this exchange valued around  BTC and Tony who mentioned he is also based in Uk will tell me how to trade Indian time i used to get at  pm message him in telegram and he used to guide which coin to trade which went for a week
I felt something a miss I wanted my btc back in my account He told I can transfer it back  Tried many times doing it but its been very long time its still not come did online chatting and sent a few mails regarding the same but havent received anything yet  They have an account in twitter also in the name zontradeuk also 
Requesting you to kindly help me out of this Also adding Tony Henderson telegram id TonyHenderson  Regards Sudarshan gopal yermal",sir met guy telegram mention name toni henderson told trade zontrad base uk transfer xrp token exchang valu around btc toni mention also base uk tell trade indian time use get pm messag telegram use guid coin trade went week felt someth miss want btc back account told transfer back tri mani time long time still come onlin chat sent mail regard havent receiv anyth yet account twitter also name zontradeuk also request kindli help also ad toni henderson telegram id tonyhenderson regard sudarshan gopal yermal
Cryptocurrency Crime,Cryptocurrency Fraud,Document ka password  hai  Ye company sab ko fake scheme k lalach deke  se b jyada loko ka paisa loot k farar ho gyi hai ye to pehle sabko lalach diya k ye product lo itna milega or elecric contract b diya hai sabko lekin kal rat se un logo ne sab saboot mita ke gayab,document ka password hai ye compani sab ko fake scheme k lalach deke se b jyada loko ka paisa loot k farar ho gyi hai ye pehl sabko lalach diya k ye product lo itna milega elecr contract b diya hai sabko lekin kal rat se un logo ne sab saboot mita ke gayab
Cryptocurrency Crime,Cryptocurrency Fraud,"Total fraud 
First i have been cheated by Coin Global for L then i came to know that Bitcorp Tech is helping to recover bitcoin fraud i payed  INR to them to recover my funds from Coin Global they told me we have recovered and transfared those funds in Bbsecured wallet then Bbsecured told me to pay  USDT as account activation fee i paid now they are telling me to pay  as VIP account then withdrawal all amount in one go i sent many mails to both Bbsecured and Bitcorp for help they are not replying me i have lost all and dont have hope now please help me to save my family and me total i have been cheated  L  
Please help me out to get my money back i m unable to feed my family properly",total fraud first cheat coin global l came know bitcorp tech help recov bitcoin fraud pay inr recov fund coin global told recov transfar fund bbsecur wallet bbsecur told pay usdt account activ fee paid tell pay vip account withdraw amount one go sent mani mail bbsecur bitcorp help repli lost dont hope pleas help save famili total cheat l pleas help get money back unabl feed famili properli
Cryptocurrency Crime,Cryptocurrency Fraud,"I have invested Rs in knc chainhardware mining in cryptocurrencyI have paid Rs through my paytm upipaytm to loganathanaaficiciand he deposited Rs to my knc wallet
My idbi account noNameAamir TradersI have transferred amount of Rs to Loganathan natrajanicici account no
UPI reference no
After  days withdrawal  did not happened and website got closed",invest rs knc chainhardwar mine cryptocurrencyi paid rs paytm upipaytm loganathanaaficiciand deposit rs knc wallet idbi account nonameaamir tradersi transfer amount rs loganathan natrajanicici account upi refer day withdraw happen websit got close
Cryptocurrency Crime,Cryptocurrency Fraud,,nan
Cryptocurrency Crime,Cryptocurrency Fraud,"the company said that our company is mining the equipment and give the
revenue to the user Many users not get their money back Now they
demands Rs for account varification The company hendle by
Manger Mo  ",compani said compani mine equip give revenu user mani user get money back demand rs account varif compani hendl manger mo
Cryptocurrency Crime,Cryptocurrency Fraud,Ye knc chain app froud company hai jisne hazaro logo Paisa invest karaya h or ab withdraw nhii de rhe h or refund nhi kr rhe h Maine isme  lagya tha or ab ye log hme paisa waps nhii de rhe h withdraw nhii kr rhe  ye whatpp groups ki mamber h logo se investment karati h or logo inke pas whatpp m  se jada group h jiske ye admin h or ek group m  logo ko add kia h in logo ne,ye knc chain app froud compani hai jisn hazaro logo paisa invest karaya h ab withdraw nhii de rhe h refund nhi kr rhe h main ism lagya tha ab ye log hme paisa wap nhii de rhe h withdraw nhii kr rhe ye whatpp group ki mamber h logo se invest karati h logo ink pa whatpp se jada group h jisk ye admin h ek group logo ko add kia h logo ne
Cryptocurrency Crime,Cryptocurrency Fraud,"cybercrime crypto trading
 they only take from us and create interest of gaining the money at max
 finally they wont respond if you ask them the money
 Maintain there own website httpscoingpluscom
Your ticket ID  
httpswame
coinglobalsite
httpscoingpluscom
 uid",cybercrim crypto trade take us creat interest gain money max final wont respond ask money maintain websit httpscoingpluscom ticket id httpswame coinglobalsit httpscoingpluscom uid
Cryptocurrency Crime,Cryptocurrency Fraud,There was a guy who ran a channel named openprofit as a scam I got to know now that his channel was fake He asked me to invest in ido and i agreed because i had heard about it earlier also I have attached a photo which has the transfer address of my crypto to his account Now that i have transferred my crypto that guy has blocked me and now my moneys gone,guy ran channel name openprofit scam got know channel fake ask invest ido agre heard earlier also attach photo transfer address crypto account transfer crypto guy block money gone
Cryptocurrency Crime,Cryptocurrency Fraud,"They added my mother to a whatsapp group where they said they are from Singapore in tieup with Sygnum and they also used names of Emily Jennifer Roland from Sygnum Then they showed how to trade like in stock market and had them download DDMex and gave tips on trading They allowed to even withdraw the profit for  days and then asked to take the amount to a very high value My mother increased the amount slightly but then they refused to allow to withdraw and started asking for commission  My mother asked them to take the commission from the profits but they refused and gave the following links to deposit the commission
Commission collection account
BTC PtdEihEotDjTQvvnTyjtQvDZG
ERC xafdBecADcdEeEfBC
TRC TDnXGociyEgQQFcShnyueSDqKPYP",ad mother whatsapp group said singapor tieup sygnum also use name emili jennif roland sygnum show trade like stock market download ddmex gave tip trade allow even withdraw profit day ask take amount high valu mother increas amount slightli refus allow withdraw start ask commiss mother ask take commiss profit refus gave follow link deposit commiss commiss collect account btc ptdeiheotdjtqvvntyjtqvdzg erc xafdbecadcdeeefbc trc tdnxgociyegqqfcshnyuesdqkpyp
Cryptocurrency Crime,Cryptocurrency Fraud,"i have received msg from unknow hongkong girl she is chat with me  month
and advise me to invest in cryptocurrency it will be more profitablei have
agreed after showing here screenshot funds and profits here mentor was chat
with me and take me to trade and make me profit of  USD after thisthey tell
next trading was made only after you have  USD we make you profit of
 USD in one day i trusted him and invest  USD k after this
he will take me to trade and make me profit of  and my fund reached 
USD in ABK coin application then he tell me pay commission first after you
withdraw your fund and i pay him commission  USD by binance application
after this i request to withdraw fund in ABK coin app but its showing audit
rejected i show this to that honkong girlname megan she shared me indian
ABK customer care number   i msged on this number and
they talled me that you have not paid ABK platform fee and that was  of my
fund  USD i have still chatting with both girl and customer service
number",receiv msg unknow hongkong girl chat month advis invest cryptocurr profitablei agre show screenshot fund profit mentor chat take trade make profit usd thisthey tell next trade made usd make profit usd one day trust invest usd k take trade make profit fund reach usd abk coin applic tell pay commiss first withdraw fund pay commiss usd binanc applic request withdraw fund abk coin app show audit reject show honkong girlnam megan share indian abk custom care number msged number tall paid abk platform fee fund usd still chat girl custom servic number
Cryptocurrency Crime,Cryptocurrency Fraud,Sharehash is an online crypto currency application where they sold us HNT products and givea us double the amount within ba short period of time and also gives us daily This company also taks with is a WhatsApp group screen shot attached group admin are the scammers screen shot attached I and my family have invested approx  lakh in this,sharehash onlin crypto currenc applic sold us hnt product givea us doubl amount within ba short period time also give us daili compani also tak whatsapp group screen shot attach group admin scammer screen shot attach famili invest approx lakh
Cryptocurrency Crime,Cryptocurrency Fraud,they claimed that this is cryptocurrency mining company they mine using solving the problem they got us invested our money now they got away with our money they claimed that  percentage will be kept by company and  percent will be returned back initially they made the payment as well now on the new year event they sold online mining machine on kncchain website and now they are gone the consultant whose name is advika kashmir is not reachable,claim cryptocurr mine compani mine use solv problem got us invest money got away money claim percentag kept compani percent return back initi made payment well new year event sold onlin mine machin kncchain websit gone consult whose name advika kashmir reachabl
Cryptocurrency Crime,Cryptocurrency Fraud,telegram chat  binance account     James William  telegram                       binance  TXdgaXhNxskgXbkhXCrxDxRgfGB  wallet,telegram chat binanc account jame william telegram binanc txdgaxhnxskgxbkhxcrxdxrgfgb wallet
Cryptocurrency Crime,Cryptocurrency Fraud,Above whatsapp number approached me to register in their exchange and trade I registered and initially with USD  he told me few trades which resulted in  usdt profit I tried to withdraw the money and that worked too then he asked me to trade with bigger amount and asked to transfer more usdt I did and when i tried to withdraw it did not work later on with research realized that it was fake exchange and even orders were fake From India they are looting a lot of innocent people I have added only one ether scan URL but there might be more see the amount of money coming in and going out at regular interval Finally it lands into some wallets after swaps in form of tokens hoping to get help here i have lost around  usdt,whatsapp number approach regist exchang trade regist initi usd told trade result usdt profit tri withdraw money work ask trade bigger amount ask transfer usdt tri withdraw work later research realiz fake exchang even order fake india loot lot innoc peopl ad one ether scan url might see amount money come go regular interv final land wallet swap form token hope get help lost around usdt
Cryptocurrency Crime,Cryptocurrency Fraud,"I came across this app infosharehashio
wwwsharehashio through one of my friend and after thoughtful consideration decided to invest my money from th Dec  For over  month things were normal Around last week of Dec  things started to go bad as there were withdrawal issues which got resolved in a weeks time After words the mentors which were guiding us gave us info that a new app Sharehash  Beta is under process and would be released between  Jan  On  Jan  the mentors messaged that the whatsapp group would be removed and all further communication would happen on the new app itself From th Jan  all other operations were stalled and all mentors were absconding We waited for a few days hoping that they would update us with the new app but no one turned around until we came to know that a FraudScam has happened

Request your help to get back our total amount against our investment as per contract There around  people who are victim of this scam

Have attached the contract details that were shared by company when we invested our  money",came across app infosharehashio wwwsharehashio one friend thought consider decid invest money th dec month thing normal around last week dec thing start go bad withdraw issu got resolv week time word mentor guid us gave us info new app sharehash beta process would releas jan jan mentor messag whatsapp group would remov commun would happen new app th jan oper stall mentor abscond wait day hope would updat us new app one turn around came know fraudscam happen request help get back total amount invest per contract around peopl victim scam attach contract detail share compani invest money
Cryptocurrency Crime,Cryptocurrency Fraud,Sir they have cheated in the name of crypto mining application was in google app after investment of  application and app and watsapp group was deleted we  friends were invested each  on this application but now we dono wat to doplease investigate and do help us sir,sir cheat name crypto mine applic googl app invest applic app watsapp group delet friend invest applic dono wat dopleas investig help us sir
Cryptocurrency Crime,Cryptocurrency Fraud,im join one telegram account that account it can send you can invest  doller you can get profit  dollor with in  hours while i was invested here and then they asking money about admin charge and withdrawal fees someting me also paid that money again they ask moeny for someone fees,im join one telegram account account send invest doller get profit dollor hour invest ask money admin charg withdraw fee somet also paid money ask moeni someon fee
Cryptocurrency Crime,Cryptocurrency Fraud,Hi SirMadam I have invested in app called sharehash which was available in google play store since aug They explained their business as crypto mining where we can buy products and they will provide fixed returns after contract maturity last week They mentioned they are upgrading the app for better experience and new products and stopped withdrawal process from  As on date they have stopped the application and services and also exited from whatsapp group which was mode of communication Kindly take this as a request and please see if we can catch the culprits Also have attached screen shots which has their phone numbers consider admin number for reference,hi sirmadam invest app call sharehash avail googl play store sinc aug explain busi crypto mine buy product provid fix return contract matur last week mention upgrad app better experi new product stop withdraw process date stop applic servic also exit whatsapp group mode commun kindli take request pleas see catch culprit also attach screen shot phone number consid admin number refer
Cryptocurrency Crime,Cryptocurrency Fraud,"Company name FSM 
Trade portal  Coin Lun 
Contact number 
Bonnie    
David   
Indian persons   

These people contacted me on WhatsApp and telegram initially Later asked me to register on their trade portal  
Showed me huge amount to returns and Provoked me day night to invest I invested  lakhs which is  USDT in their portal When I asked for withdrawal now they are asking for additional  commission against it When I realised its a scam I came across multiple other victims from India and we all have formed WhatsApp group to update eachother Many people have become victim of it and we need immediate help to get our money back Please help me",compani name fsm trade portal coin lun contact number bonni david indian person peopl contact whatsapp telegram initi later ask regist trade portal show huge amount return provok day night invest invest lakh usdt portal ask withdraw ask addit commiss realis scam came across multipl victim india form whatsapp group updat eachoth mani peopl becom victim need immedi help get money back pleas help
Cryptocurrency Crime,Cryptocurrency Fraud,"I invested  dollar and got  dollars after that i spoke to several people and all said its legit so i invested  dollar the mining compnay called AntminerFarm Gmail antminerfgmailcom website Antminerfarmcom contact Number  This number is on their promotional flyer but i did not contact them here i contacted only on telegram

After sending  dollar Mark told me i would get dollar in  days on rd day i got a mail saying i should send  dollar as a Test run when i told i dont have any more funds he said he will help me with  dollar and i should do  dollar
 Dollar after doing he said since it has was paid from two accounts i shall not get back the money and asked me to pay  dollar from my account after i said i dont have any funds left i got another mail to contact Ms Kumavani on telegram kumavani who shall resolve the issue

After contacting her she said pay  dollar else we cant pay  dollars

After discussing with her she never accepted to release the funds when i said i shall give complaint she blocked me on telegram and Mark also blocked me on telegram

After this incident i contacted the mobile number  which was on poster they told contact Mark to onvest funds

I was cheated with  dollar and  dollar USDT 

I have received the mail from antminerfgmailcom i was in contact with Mark on telegram MarkBuggie

They are still running the compnay and scamming help me recover the funds",invest dollar got dollar spoke sever peopl said legit invest dollar mine compnay call antminerfarm gmail antminerfgmailcom websit antminerfarmcom contact number number promot flyer contact contact telegram send dollar mark told would get dollar day rd day got mail say send dollar test run told dont fund said help dollar dollar dollar said sinc paid two account shall get back money ask pay dollar account said dont fund left got anoth mail contact ms kumavani telegram kumavani shall resolv issu contact said pay dollar els cant pay dollar discuss never accept releas fund said shall give complaint block telegram mark also block telegram incid contact mobil number poster told contact mark onvest fund cheat dollar dollar usdt receiv mail antminerfgmailcom contact mark telegram markbuggi still run compnay scam help recov fund
Cryptocurrency Crime,Cryptocurrency Fraud,"he claimed he is certified crypto trader and he is not returning money and he keeps on asking fees minimum deposit i paid him totally  first i paid  and then again and again he asked and he told he will return everything today morning and again afternoon he asked  as fees for bank transaction


he told me to pay this Paytm numbers",claim certifi crypto trader return money keep ask fee minimum deposit paid total first paid ask told return everyth today morn afternoon ask fee bank transact told pay paytm number
Cryptocurrency Crime,Cryptocurrency Fraud,"I was contacted through whatsapp on my mobile ph no  in the month of novenber to trade in Bitcoin trading Initially I denied and they added me in the whatsapp group where trading was happening Looking at that I also got trapped and decided to trade There was a Lady Ms Lis Li  contacted me through whatsapp and guided me to register on httpstkkdashcoin codeNHFOHKP using my mobile no I did so and UID  Then I was advised to buy USDT Tether USD USDTUSD on Binance and transfer them to KCoin There was step up step guidance provided to me Purchased  USDT and transferred to KCoin I started trading in whats app group BTC Community  and was made to understand the trading Then I was removed from whatsapp group and asked to join Telegram and seek one to one guidance from Analyst Mr Drucker who will contact me on Telegram
 I was told that I should pay  commission and can withdraw  of funds around  USDT and arrange remaining  commission and withdraw remaining funds  commission was going to be  USDT which I did on between Dec th to Dec th taking loan from HDFC bank As soon as I paid  USDT they started asking for additional  commission and then after only I can withdraw funds I requested them and shown them the messages they sent to me but they denied I had already invested  L UST which is approx L INR Source of funds is loan and savings",contact whatsapp mobil ph month novenb trade bitcoin trade initi deni ad whatsapp group trade happen look also got trap decid trade ladi ms li li contact whatsapp guid regist httpstkkdashcoin codenhfohkp use mobil uid advis buy usdt tether usd usdtusd binanc transfer kcoin step step guidanc provid purchas usdt transfer kcoin start trade what app group btc commun made understand trade remov whatsapp group ask join telegram seek one one guidanc analyst mr drucker contact telegram told pay commiss withdraw fund around usdt arrang remain commiss withdraw remain fund commiss go usdt dec th dec th take loan hdfc bank soon paid usdt start ask addit commiss withdraw fund request shown messag sent deni alreadi invest l ust approx l inr sourc fund loan save
Cryptocurrency Crime,Cryptocurrency Fraud,"Basically  i was provided with a link from a friend that introduced me to a so called bitcoin mining company KnC miner in the month of november We had to invest money by buying miners and we recieved high return of money after some days The people who run this scam gained our trust by helping us as we contacted them on whatsapp when we faced problems We addressed them as mam as they presented themselves as women from strong backgrounds in their profile pictures By the time of new year they had gained the trust of most of their victims So when new year came they presented new offers where we were supposed to get nearly  times the amount we invested As such most of the users invested high amount of money expecting high returns But since then no money withdrawn has been recieved and the company workers are not replying anymore On searching their contacts and calling them i found out that they were men pretending as women 
Iam writing this on behalf of thousands of innocent people who got scammed into investing their hard earned money Kindly help us sir as fast as you can before the culprits get away",basic provid link friend introduc call bitcoin mine compani knc miner month novemb invest money buy miner reciev high return money day peopl run scam gain trust help us contact whatsapp face problem address mam present women strong background profil pictur time new year gain trust victim new year came present new offer suppos get nearli time amount invest user invest high amount money expect high return sinc money withdrawn reciev compani worker repli anymor search contact call found men pretend women iam write behalf thousand innoc peopl got scam invest hard earn money kindli help us sir fast culprit get away
