category,sub_category,crimeaditionalinfo,processed_text
Ransomware,Ransomware,I was browsing something on Google suddenly some adult videos started playing and  my laptop stopped working and when I try to start it it was asking for  rs otherwise police will visit my home within  hr I am really afraid please take action,brows someth googl suddenli adult video start play laptop stop work tri start ask rs otherwis polic visit home within hr realli afraid pleas take action
Ransomware,Ransomware,I have received call as a vodafone executive told he will block our card and i need to do immediate transaction of Rs  took remote of my phone telling me to put the details and did the transaction of Rs,receiv call vodafon execut told block card need immedi transact rs took remot phone tell put detail transact rs
Ransomware,Ransomware,ALL MY DATA GET ENCRYPTED INCLUDING TALLY DATA I TRYING MANY WAY INCLUDING DATA RECOVERY ENGINEER TO DECRYPT MY DATA BUT AT LAST CANT SUCCESS AND INCOME TAX AUDIT REPORT DATE REACH FINALY I HAVE NO OPTION SO TO PROTECT AND TO HAVE EVIDENCE FOR DELAY FILING OF AUDIT REPORT TO INCOME TAX OFFICE I FILING HEREWITH COMPLAIN,data get encrypt includ talli data tri mani way includ data recoveri engin decrypt data last cant success incom tax audit report date reach finali option protect evid delay file audit report incom tax offic file herewith complain
Ransomware,Ransomware,continue calling and thread calls nd calls data steal nd calling my coleuge and family nd threat calls calls calls other numbers to call friends family all are scared misbeahving all the time threat,continu call thread call nd call data steal nd call coleug famili nd threat call call call number call friend famili scare misbeahv time threat
Ransomware,Ransomware,ON TH I MY LAPTOP RUNNING CONTINUES HEAVY EVEN I AM  NOT DOING MUCH WORK WITH IT I NOTICED I AM NOT ABLE TO OPEN FEW DOUCUMENTS IN MY FOLDER I FUND TXT FILE README  IN THAT TXT FILE HECKER DEMANDING ME MONEY TO UNLOCK THE FILES,th laptop run continu heavi even much work notic abl open doucument folder fund txt file readm txt file hecker demand money unlock file
Ransomware,Ransomware,"one file downloaded from telegram and it installed it in my Laptop as it installed pc got restart and as it restart all my files get MAAK extention 
and after that i tried to remove the Virus file and keep my data safe so i kept my Laptop disconnected from internet for near about  day and im searching for solution for this problem
on  jan  i recived the mail that my gmail account got access to unknown id that i even dont know that id and they got into my youtube channel and they uploaded irrelavent videos on my channel and my youtube channel got permenantly off 
and I reported about this to youtube and google through mail and i sent all details to youtube and after  days they recoverd my youtbe channel and my mail account on st of february
and after this incident on  jan  i formatted all my data of hardisk changed all my password of my all accounts

im attaching that message file that i got from that hacker with my files",one file download telegram instal laptop instal pc got restart restart file get maak extent tri remov viru file keep data safe kept laptop disconnect internet near day im search solut problem jan reciv mail gmail account got access unknown id even dont know id got youtub channel upload irrelav video channel youtub channel got permenantli report youtub googl mail sent detail youtub day recoverd youtb channel mail account st februari incid jan format data hardisk chang password account im attach messag file got hacker file
Ransomware,Ransomware,Ransomware attack happened on  and all files  in the Server Computer got encrypted Through a Notepad message the Company was asked to make a payment of  bitcoins for receiving the software for release of encryption from the files,ransomwar attack happen file server comput got encrypt notepad messag compani ask make payment bitcoin receiv softwar releas encrypt file
Ransomware,Ransomware,The email appears to be extremely disturbing Not sure if I have become the victim of a hacker or not Please investigate as soon as possible as the email contains several threats also warning not to inform police or cyber crime department,email appear extrem disturb sure becom victim hacker pleas investig soon possibl email contain sever threat also warn inform polic cyber crime depart
Ransomware,Ransomware,"I was doing my routine work with Photo shop software I expericenced sudden slowness also i was unable to access any file so  i have restarted system after that i found the files got corrupted ALL FILES HAVE EXTENTION shgv when i try to open my saved folders i found a default notepad which have following details below 

ATTENTION

Dont worry you can return all your files
All your files like pictures databases documents and other important are encrypted with strongest encryption and unique key
The only method of recovering files is to purchase decrypt tool and unique key for you
This software will decrypt all your encrypted files
What guarantees you have
You can send one of your encrypted file from your PC and we decrypt it for free
But we can decrypt only  file for free File must not contain valuable information
You can get and look video overview decrypt tool
httpswetltNONbQTnD
Price of private key and decrypt software is Dollars
Discount percentage available if you contact us first  hours that is price for you is dollars
Please note that you will never restore your data without payment
Check your email Spam or Junk folder if you do not get answer more than  hours


To get this software you need write on our email
managermailtempch

Reserve email address to contact us
helprestoremanagerairmailcc

Your personal ID
SuhfhPdUKyVqInqYAVVtORECySBQyvWgAMRSFJ",routin work photo shop softwar expericenc sudden slow also unabl access file restart system found file got corrupt file extent shgv tri open save folder found default notepad follow detail attent dont worri return file file like pictur databas document import encrypt strongest encrypt uniqu key method recov file purchas decrypt tool uniqu key softwar decrypt encrypt file guarante send one encrypt file pc decrypt free decrypt file free file must contain valuabl inform get look video overview decrypt tool httpswetltnonbqtnd price privat key decrypt softwar dollar discount percentag avail contact us first hour price dollar pleas note never restor data without payment check email spam junk folder get answer hour get softwar need write email managermailtempch reserv email address contact us helprestoremanagerairmailcc person id suhfhpdukyvqinqyavvtorecysbqyvwgamrsfj
Ransomware,Ransomware,"I received this mail on  January  at   pm and it was in my spam folder and on  February  while checking my spam I came across this mail at night around   pm this email subject line is  an outstanding payment due and my password is written in the bracket this was not my current password but yes I do use to use this password earlier and I cannot recall when this use to be my password as soon as I came across this email i changed my password immediately
Please help me out from this situation",receiv mail januari pm spam folder februari check spam came across mail night around pm email subject line outstand payment due password written bracket current password ye use use password earlier cannot recal use password soon came across email chang password immedi pleas help situat
Ransomware,Ransomware,I have never visited any porn sites n have gt this message  Am worried if ammy mobile is hacked  My bank transactions n aadhar card is been likned  Kindly help  I happened to notice this mail in my spam mailbox  I have not clicked any link  I have changed my password  Plz do the needful,never visit porn site n gt messag worri ammi mobil hack bank transact n aadhar card likn kindli help happen notic mail spam mailbox click link chang password plz need
Ransomware,Ransomware,"It was during the Covid of October  as I was working from home that my PC was observed to be slow and had significant under performance I had contacted our Office IT support and was undergoing the process of formatting my PC

During the PC formatting as I was installing our subscribed antivirus I noticed all the PC drives were BitLocked and all the files of the external hard drive  whether it is a media document had a strange extension mmpa I informed our IT team who said that probably it is a ransomware attack The PC was formatted again and was brought back to service

However unfortunately I had lost considerable personal files of my external hard drive that was connected to the PC during the installation where I had stored all my family media and other important documents I am unable to open any file in the external hard drive as it shows it is encrypted Even today I had kept those files in the hard drive with a ray of hope that someday I may be able to open my personal files that I had backed up over the years

Hence I humbly request the government to please help me in this regard",covid octob work home pc observ slow signific perform contact offic support undergo process format pc pc format instal subscrib antiviru notic pc drive bitlock file extern hard drive whether media document strang extens mmpa inform team said probabl ransomwar attack pc format brought back servic howev unfortun lost consider person file extern hard drive connect pc instal store famili media import document unabl open file extern hard drive show encrypt even today kept file hard drive ray hope someday may abl open person file back year henc humbl request govern pleas help regard
Ransomware,Ransomware,They told to pay for crypto currency and after some time they are saying i need to may them more My money is on hold i have to pay them  and then they will give me my money back with kittle profit,told pay crypto currenc time say need may money hold pay give money back kittl profit
Ransomware,Ransomware,i was using internet searching for latest news and something start to download automatically then after some time my fills encrypted in vfgj format i lost my business account data in it now i am not able recover it now it is very hard for me to file tax returns,use internet search latest news someth start download automat time fill encrypt vfgj format lost busi account data abl recov hard file tax return
Ransomware,Ransomware,They provide jobs for data typingwebflow they give to write   and after doing also they are taking money of amount  and they are making fake calls from advocate and police and sending emails and whatsapp from police and advocate,provid job data typingwebflow give write also take money amount make fake call advoc polic send email whatsapp polic advoc
Ransomware,Ransomware,I have texted them for a massage services and I have paid INR   but instead of providing services they have charged more money to me and they blackmailed me for INR  but I have paid   When I have denied to give more they told me that they will destroy my carrier and they have uploaded one of my pictures from instagram and upload in profile picture Whatsapp numbers are,text massag servic paid inr instead provid servic charg money blackmail inr paid deni give told destroy carrier upload one pictur instagram upload profil pictur whatsapp number
Ransomware,Ransomware,Posted a lookalike private video to my friends and family members direct message on Fb blackmailing for ransom  They called me and scolded me when I denied ransom In the attached documents from WhatsApp screenshot has their phone numbers       The main number is  They posted the video on some of my family members direct message and threatened me that they will upload it on YouTube Instagram and Facebook They took screenshots of my social media pages Fb and Instagram and sent it on my WhatsApp confirming they have all my details,post lookalik privat video friend famili member direct messag fb blackmail ransom call scold deni ransom attach document whatsapp screenshot phone number main number post video famili member direct messag threaten upload youtub instagram facebook took screenshot social media page fb instagram sent whatsapp confirm detail
Ransomware,Ransomware,Got email that he has some pictures of me and he has access to my phone and if i dont give him money he will send that to my contacts and told that i have  hrs to do itand said he will make it public if i report about it,got email pictur access phone dont give money send contact told hr itand said make public report
Ransomware,Ransomware,"This person fraud is blackmailing me using my graphic images and video
And threatening me to viral them and asking for money 
Please help he is 
Dangerous and threatening me
And urging me to take step of suicidal attempts",person fraud blackmail use graphic imag video threaten viral ask money pleas help danger threaten urg take step suicid attempt
Ransomware,Ransomware,Respected sir While installing software into a new PC one of the bundled software had the ransom ware STOP DJVU the current extension is bbbe  which has affected all the files and all the hardisk connected lost about TB of data Need your guidance or advise ransom for the next  hours is  USD in Bitcoin otherwise its usd,respect sir instal softwar new pc one bundl softwar ransom ware stop djvu current extens bbbe affect file hardisk connect lost tb data need guidanc advis ransom next hour usd bitcoin otherwis usd
Ransomware,Ransomware,The ransomware encrypted all the files on my desktop system I received a notepad file attached here in all my folders stating the terms of ransom The next day they tried to access my  Gmail accounts I also noticed suspicious activity on my Instagram account and Facebook page,ransomwar encrypt file desktop system receiv notepad file attach folder state term ransom next day tri access gmail account also notic suspici activ instagram account facebook page
Ransomware,Ransomware,"Hi

I installed and registered a thirdparty app on my cell phone playstore link is attached The password showing in the attackers mail I used the same to register and nowhere else and the activities of me mentioned by the attacker seem not legit Though I am still in fear to use my cell phone to use for daily important activities Please look into this and take strict action against it
Thanks
Dipayan Das",hi instal regist thirdparti app cell phone playstor link attach password show attack mail use regist nowher els activ mention attack seem legit though still fear use cell phone use daili import activ pleas look take strict action thank dipayan da
Ransomware,Ransomware,Firstly I do not understand what is happening with my system I can not open any documents All documents have added an extra extension code of FUGI When I have understood the fgui virus has encrypted my all filedocx pdf jpg mp etcall file typesI can not open any filetotally lost,firstli understand happen system open document document ad extra extens code fugi understood fgui viru encrypt filedocx pdf jpg mp etcal file typesi open filetot lost
Ransomware,Ransomware,night my computer asked to update the windows I started to update that windows was updated then the next day all datas are not opening that files are jpg format changed to utjg format so please consider my complaint,night comput ask updat window start updat window updat next day data open file jpg format chang utjg format pleas consid complaint
Ransomware,Ransomware,mere pura data ko MAIV extension se encypt kar diya gaya hai or mujhse  doller maag rahe hai file ko drcrypt krne ke liye ye ransomware internet ke jariye se mere laptop main install ho gya esne pura data encrypt kar diya,mere pura data ko maiv extens se encypt kar diya gaya hai mujhs doller maag rahe hai file ko drcrypt krne ke liy ye ransomwar internet ke jariy se mere laptop main instal ho gya esn pura data encrypt kar diya
Ransomware,Ransomware,A person has send me a Watsapp message saying You have won a International Lottery I dont know how he go my number Acording to him I was st in India to get thos Lottery He also have sent me a voice recording about the lottery and how to avail it  And much more,person send watsapp messag say intern lotteri dont know go number acord st india get tho lotteri also sent voic record lotteri avail much
Ransomware,Ransomware,"Sir i was doownloding and installing windows activator so didnt know that i am installing ransomware virus please sir help me my important documents
Sir i was doownloding and installing windows activator so didnt know that i am installing ransomware virus please sir help me my important documents",sir doownlod instal window activ didnt know instal ransomwar viru pleas sir help import document sir doownlod instal window activ didnt know instal ransomwar viru pleas sir help import document
Ransomware,Ransomware,One day I started my computer and then I saw that all my files were blank white displayed which was very unusual but I did not notice it much then I was enlightened by someone that it is a malicious attack on my computer and all my files were encrypted and a message was being displayed and I was forced to read that and it demanded me a whooping amount of  dollars then I was shocked and I decided to file a complaint over this so I please request you to look over my matter and resolve it as soon as possible because it contains many files which are confidential and are at a high risk please decrypt my all files,one day start comput saw file blank white display unusu notic much enlighten someon malici attack comput file encrypt messag display forc read demand whoop amount dollar shock decid file complaint pleas request look matter resolv soon possibl contain mani file confidenti high risk pleas decrypt file
Ransomware,Ransomware,I received a ransomware mail threatening me that they will share my personal information and photos and videos in illegal sites and to my friends and family if I dont pay them USD  in bitcoins And has also threatened not to file a complaint I am deeply traumatised and concerned regarding this matter as they seem to have password to my email Please help me with this as soon as possible They claim to have access to all my personal data and documents and passwords Please help me with this as I am very very concerned about this I have attached the mail in the evidence Please help,receiv ransomwar mail threaten share person inform photo video illeg site friend famili dont pay usd bitcoin also threaten file complaint deepli traumatis concern regard matter seem password email pleas help soon possibl claim access person data document password pleas help concern attach mail evid pleas help
Ransomware,Ransomware,"Hlo RecentlyMy Laptop was attacked by a Ransomware and infected all my personal data like VideosImagesPdfsMS Documents etc including Family Pictures  Videos and other items

The Hackers had made a text file on my system in which they are asking for the Ransom

MY DATA IS VERY VERY IMPORTANT TO ME

I m very frustrated and depressed by this incident

the hackers have given me two Email Ids as a contact for paying the Ransom 
in the text file which I have attached as the Supporting Evidence


supportsysmailch

     and

helprestoremanagerairmailcc

they have decrypted every single of file on my Laptop with an ONLINE ID with CUAG EXTENSION

They have made a Personal ID for the Encryption of my system which is
sujrDfdhiajPiEQBQGrNqkRjBoKUmOsbjvODyXAXKP

I have contacted many Computer Experts and Mechanics

They all have told me the SAME that there is NO SOLUTION for this problem
      ALL YOUR FILES ARE GONE FOREVER

the only SOLUTION is to get the decrytion KEY that they have stored in their online servers

AS YOU RE THE ONLY HOPE

I M BEGGING YOU PLEASE PLEASE PLEASEPLEASE

CATCH THESE CRIMINALS AS SOON AS POSSIBLE AND GET THOSE KEYS RELEASED FROM THEM AS I M NOT ONLY THE VICTIM HERE AND MANY ARE SUFFERING WITH THE SAME

BCOZ THEY RE AFFECTING ALOT OF INNOCENT PEOPLES DAY BY DAY
AS MOST OF THE TIMES PEOPLES HAVE ALSO STORED THEIR PRIVATE DETAILS LIKE BANK DETAILS NET BANKING AND ATM PASSWORDS in their PC and LAPTOP",hlo recentlymi laptop attack ransomwar infect person data like videosimagespdfsm document etc includ famili pictur video item hacker made text file system ask ransom data import frustrat depress incid hacker given two email id contact pay ransom text file attach support evid supportsysmailch helprestoremanagerairmailcc decrypt everi singl file laptop onlin id cuag extens made person id encrypt system sujrdfdhiajpieqbqgrnqkrjbokumosbjvodyxaxkp contact mani comput expert mechan told solut problem file gone forev solut get decryt key store onlin server hope beg pleas pleas pleasepleas catch crimin soon possibl get key releas victim mani suffer bcoz affect alot innoc peopl day day time peopl also store privat detail like bank detail net bank atm password pc laptop
Ransomware,Ransomware,My laptop is affected with STOP djvu variant ransomware with maiv extension in all files The ransom letter is also attached asking  It happend when I was download a software through Google Chrome From my basic knowledge I understood the variant of the ransomware and the decrypt key seems to ONLINE KEY which was not decryptable using Esmisoft anti malware software,laptop affect stop djvu variant ransomwar maiv extens file ransom letter also attach ask happend download softwar googl chrome basic knowledg understood variant ransomwar decrypt key seem onlin key decrypt use esmisoft anti malwar softwar
Ransomware,Ransomware,"There is a loan application called rupeestar harrasing me by different phone numbers 
  they have sent fraud messages to all my contacts including my family and friends I am totally depressed after this they use abusive language to all my contacts",loan applic call rupeestar harras differ phone number sent fraud messag contact includ famili friend total depress use abus languag contact
Ransomware,Ransomware,instagram hack and chenge password and mobile no mail id and this person call me and beg me  rs and my business account suspected no  this no please help me and ransomeware,instagram hack cheng password mobil mail id person call beg rs busi account suspect pleas help ransomewar
Ransomware,Ransomware,Have received an e mail message which is attached herewith and self explainatory  The person claims to have hacked my computer and stolen information Is asking for Dollar  as ransom  As of now I do not find any financial fraud  However I have received a similar mail on a generic ID adminat theratesfspldotrog,receiv e mail messag attach herewith self explainatori person claim hack comput stolen inform ask dollar ransom find financi fraud howev receiv similar mail gener id adminat theratesfspldotrog
Ransomware,Ransomware,All Files have been changed with extention qbaa all files and folders have been encrypted and unable to open files Hacker asked to contact them and pay  dollars to get decrypter tool all data have been encrypted and lost,file chang extent qbaa file folder encrypt unabl open file hacker ask contact pay dollar get decrypt tool data encrypt lost
Ransomware,Ransomware,Its moia ransomware asking for hefty money My brother was using this laptop since quite some time  had no clue about this ransomware Few days back I started using the machine and saw that all the files were encrypted Searched a few things and came to know about this ransomware,moia ransomwar ask hefti money brother use laptop sinc quit time clue ransomwar day back start use machin saw file encrypt search thing came know ransomwar
Ransomware,Ransomware,I know its illegal to download cracks and install it is my fault that i have ended this way the file i downloaded was a DJVU ransomware variant zaqi I tried to decrypt it myself via Emsisoft but the virus had an online key so I could not decrypt it the ID is UIhfSdepJLAMjjvrKuBMrpTiRDdetpelmN,know illeg download crack instal fault end way file download djvu ransomwar variant zaqi tri decrypt via emsisoft viru onlin key could decrypt id uihfsdepjlamjjvrkubmrptirddetpelmn
Ransomware,Ransomware,She vedio called my brother and recorded nude vedio of him while masturbation and now blackmailing him and asking money for not uploading vedio on social media Asking k for deleting the vedio Please stop her from destroying his life ASAP,vedio call brother record nude vedio masturb blackmail ask money upload vedio social media ask k delet vedio pleas stop destroy life asap
Ransomware,Ransomware,Our Asustor NAS storage device has business files stored in it All the data and files have been encrypted by Deadbolt The ransomware page was asking for  Bitcoin payment to release the decryption key Now even that page is gone We want to get our data decrypted as it is important business data of our companies and it will lead to huge losses in case of loss of data Kindly help us in decrypting the data If you need more information on the same let us know,asustor na storag devic busi file store data file encrypt deadbolt ransomwar page ask bitcoin payment releas decrypt key even page gone want get data decrypt import busi data compani lead huge loss case loss data kindli help us decrypt data need inform let us know
Ransomware,Ransomware,"My name is Sarath Chandran I am residing in maruthoor trivandrum On February st I enquired for a loan in an app named KOKO LOAN All I did was an inquiry on how much I will get Unfortunately I have given my account details to that application Without my consent  they have deposited Rs  on  feb  and a repayment amount of Rs  is shown in the application There was no call from them till Saturday On Sunday morning I received a message from this Loan app via Whatsapp to pay the amount within the day to avoid any threat from them If I do not pay the amount on that day they said they will take access to my contact list and send everyone a message saying that I am a loan fraud I have chatted with them and said that I am willing to give back the Rs  which was deposited without my consent But they refused this and told me that I have to pay the whole Rs  I reported the chat and blocked them by taking a screenshot of the chat Several hours later I received another message saying If I do not pay the amount by   pm they will create a group with my picture and post the pics of my Pan card and Adhaar card saying I am a loan fraud and other bad words When I inquired about this fraud app I saw a lot of complaints registered from different places They have been pulling this scam for a long time
After that I received almost the same messages on Monday and Tuesday saying the exact same things There is another app named Rupeemall",name sarath chandran resid maruthoor trivandrum februari st enquir loan app name koko loan inquiri much get unfortun given account detail applic without consent deposit rs feb repay amount rs shown applic call till saturday sunday morn receiv messag loan app via whatsapp pay amount within day avoid threat pay amount day said take access contact list send everyon messag say loan fraud chat said will give back rs deposit without consent refus told pay whole rs report chat block take screenshot chat sever hour later receiv anoth messag say pay amount pm creat group pictur post pic pan card adhaar card say loan fraud bad word inquir fraud app saw lot complaint regist differ place pull scam long time receiv almost messag monday tuesday say exact thing anoth app name rupeemal
Ransomware,Ransomware,I got This no From OK Cupid a social dating website and gave herhim my details Than they Kept doing me whatsapp video call and when i Received it started playing nude video And also asked me to show my naked video Now they are blackmailing me and demanding ransomware indirectly orelse they will post it in my facebook instagram twitter,got ok cupid social date websit gave herhim detail kept whatsapp video call receiv start play nude video also ask show nake video blackmail demand ransomwar indirectli orels post facebook instagram twitter
Ransomware,Ransomware,"All files encrypted followed by extension miia unable to install antivirus and any softwere
Each and every files has been encripted with the same extention No file is being able to open and run This system has veluable data so please suggest any option ao that I can recover the data
Thanks
Sagar",file encrypt follow extens miia unabl instal antiviru softwer everi file encript extent file abl open run system veluabl data pleas suggest option ao recov data thank sagar
Ransomware,Ransomware,I got a friend request  days ago then today evening I got the message in the messenger then after that she shared the watsup number  We have done nude call and she recorded that call and start blackmailed me,got friend request day ago today even got messag messeng share watsup number done nude call record call start blackmail
Ransomware,Ransomware,"Please Help I think my Personal File had stolen  by  Someone
He is asking to pay money online and telling about something Adult content which is restricted in India and trying to contact my relatives Please Help",pleas help think person file stolen someon ask pay money onlin tell someth adult content restrict india tri contact rel pleas help
Ransomware,Ransomware,I have received this email claiming that my system has been had and blackmailing me to send money It feels like an empty threat or a fraud but for my safety I am reporting this here I hope this will be taken care of I have no idea if this person has access to my mobile laptop or data,receiv email claim system blackmail send money feel like empti threat fraud safeti report hope taken care idea person access mobil laptop data
Ransomware,Ransomware,MANY OF MY PHOTOS AND CONFIDENTIAL FILES GOT ENCRYPTED BY SOME RANSOMWARETHEY ARE ASKING ME TO PAY A HUGE SUM OF MONEY TO DECRYPT THE FILES AND I HAVE ATTACHED A SCREENSHOT OF THE NOTE THAT THEY SEND TO MY PC PLEASE HELP ME RECOVER MY FILES AS SOON AS POSSIBLE BECAUSE THEY ARE HIGHLY IMPORTANT TO ME,mani photo confidenti file got encrypt ransomwarethey ask pay huge sum money decrypt file attach screenshot note send pc pleas help recov file soon possibl highli import
