category,sub_category,crimeaditionalinfo,processed_text
Online Cyber Trafficking,Online Trafficking,"Unknown mobile numbers se ph aa rahahai aur Mujhe blackmail kiya ja raha hai ki aapke contact list walo ko phone krenge
Mera poora phone hack kr liya gya hai Aur ab mujhe dhamki de rahe hai ki hum whatsup group bana rahe hai aur usme meri photo send krenge Aur us photo pe chaur aur fraud likhenge",unknown mobil number se ph aa rahahai aur mujh blackmail kiya ja raha hai ki aapk contact list walo ko phone kreng mera poora phone hack kr liya gya hai aur ab mujh dhamki de rahe hai ki hum whatsup group bana rahe hai aur usm meri photo send kreng aur us photo pe chaur aur fraud likheng
Online Cyber Trafficking,Online Trafficking,"My dad was going through internet reading articles of news etc he clicked on an advertisement which led to all these incidents the link is provided above he got the whatsapp number and started chatting asking for money for his services related to sex racquet when we refused and were about to block it he screenshotted the profile picture and started blackmailing asking for money initially he wanted  INR we sent him the money but then he started demanding for more when we refused he cropped the face and started making very bad nude images and set them as his profile picture and messaged me with various numbers asking for money not only this he created an ad on the same website with the phone and whatsapp details of mine and posted the ad here are some of his details the numbers he sent and asked for money 
 
 
 
 
 
Also he somehow sent numerous OTPs of many unrelated apps which I received
I want to lose my connection and block everything and also want to report this person",dad go internet read articl news etc click advertis led incid link provid got whatsapp number start chat ask money servic relat sex racquet refus block screenshot profil pictur start blackmail ask money initi want inr sent money start demand refus crop face start make bad nude imag set profil pictur messag variou number ask money creat ad websit phone whatsapp detail mine post ad detail number sent ask money also somehow sent numer otp mani unrel app receiv want lose connect block everyth also want report person
Online Cyber Trafficking,Online Trafficking,This issue happend twice from my account One was on th morning at am and night at  Today I changed my password so that the issue is subsided i guess I would like to file a complaint again this,issu happend twice account one th morn night today chang password issu subsid guess would like file complaint
Online Cyber Trafficking,Online Trafficking,"In ccd i have took this membership now they are not attend phone or mail revert i have already reported to online legal India and they have sent letter to them but their address not found by courier team or other
Again we sent mail to them but not get any reply from them",ccd took membership attend phone mail revert alreadi report onlin legal india sent letter address found courier team sent mail get repli
Online Cyber Trafficking,Online Trafficking,Please I dont want to invlove my family in this if need contact me attached above facebook url of the person who is blackmailing me with my pics and videos and asking for money please help me Ive send him money to his account and has all details of transactions,pleas dont want invlov famili need contact attach facebook url person blackmail pic video ask money pleas help ive send money account detail transact
Online Cyber Trafficking,Online Trafficking,sir i am scammed by chinese instant loan i use many loan apps but unfortunately i am not to pay on time  so now the are abuse to my all contact list  please request to you pl save me and arrest and take action on this app nme like rupee wallet credit rupee  krazy rupee and many more last yeear also police take action on this but after that they stop for  month and now they start again plz save me for this scam  me and my family tottly loss of their reputation for this scamers plz save us sir and investigation on this they use the number no incomo call only whatsapp calling or messages and maximum number uses out of india  please sir take quick action other again some people doing suiside due to this harresment plz save our life sir,sir scam chines instant loan use mani loan app unfortun pay time abus contact list pleas request pl save arrest take action app nme like rupe wallet credit rupe krazi rupe mani last yeear also polic take action stop month start plz save scam famili tottli loss reput scamer plz save us sir investig use number incomo call whatsapp call messag maximum number use india pleas sir take quick action peopl suisid due harres plz save life sir
Online Cyber Trafficking,Online Trafficking,sir i have not taken loan from this side but they demanding loan repayment amount they have my contact details to some days ago i have taken loan from KOKO app and repaid yesterday they are saying that   we will notify your all contacts in the address book sir please help they allowing me  only for upto PM,sir taken loan side demand loan repay amount contact detail day ago taken loan koko app repaid yesterday say notifi contact address book sir pleas help allow upto pm
Online Cyber Trafficking,Online Trafficking,"Respected sir
My mobile is receved tex massage has linked by your account will be blocked today update PANCARD for KYC verify your account net banking kyc click here httpsbitlyGZVQX with tha phone no ",respect sir mobil recev tex massag link account block today updat pancard kyc verifi account net bank kyc click httpsbitlygzvqx tha phone
Online Cyber Trafficking,Online Trafficking,This Complaint is against my wife i have filed divorce against her but she still uploading my pic in fb and whatsapp dp Also she trying to provoking about me I have doubt she even tracking me down somehow The screenshot have shared is my new office number and it was not known to my parents I dont know how she knows the information of that number Also got some information that she tracking me every time to harassment also in reverse putting false cases on me,complaint wife file divorc still upload pic fb whatsapp dp also tri provok doubt even track somehow screenshot share new offic number known parent dont know know inform number also got inform track everi time harass also revers put fals case
Online Cyber Trafficking,Online Trafficking,there were  qr codes been sent in WhatsApp by user and we were told to scan those qr codes for payment of the bed he had been connecting us from olx  times  at time  and    times at time  and    times  at time  and  was failed and another  times   after this he again called for another scan codeas well as bank details it was google pay account linked with union bank bank holder name  mangala palekar he also asked for live location,qr code sent whatsapp user told scan qr code payment bed connect us olx time time time time time time fail anoth time call anoth scan codea well bank detail googl pay account link union bank bank holder name mangala palekar also ask live locat
Online Cyber Trafficking,Online Trafficking,Mujhe phle msg aaya ki apki job lgi h PNKVY k through phir mujje call aai or unhone job k bare m btaya or mujhe convence kiya mtlb mera mind manipulate kiya ki m unko  send kru to vo mje  send krenge mene kiye but nhi aaye phir bole ki m unko  rupe do bar m du es trh mne unko snd kr diye but tb bhi nhi hue mujhe GST KA  kuch bhana btaya or bole apka student account h esme hus salary nhi dal skte apko  rs or jma krne pdenge tb pkka apka kam ho jayega mene unko unk bolne p  or snd kiye but phir vo mjse or paise ki demand krne lge ab m unse apne paise vaps mnag rhi hu to bol rhe h ki apk upr case ho jayega apka career khrb ho jayega ab vo mje he ulta dhmki de rhe h sir please help me,mujh phle msg aaya ki apki job lgi h pnkvi k phir mujj call aai unhon job k bare btaya mujh convenc kiya mtlb mera mind manipul kiya ki unko send kru vo mje send kreng mene kiy nhi aay phir bole ki unko rupe bar du es trh mne unko snd kr diy tb bhi nhi hue mujh gst ka kuch bhana btaya bole apka student account h esm hu salari nhi dal skte apko rs jma krne pdeng tb pkka apka kam ho jayega mene unko unk boln p snd kiy phir vo mjse pais ki demand krne lge ab uns apn pais vap mnag rhi hu bol rhe h ki apk upr case ho jayega apka career khrb ho jayega ab vo mje ulta dhmki de rhe h sir pleas help
Online Cyber Trafficking,Online Trafficking,Someone has sent me the message to sponsor ad on my facebook page and asked me to add my page on Facebook business manageras soon as I added my page onto thisI m removed as admin and someone else has become admin I sent mail but he deleted all the mails from my account alsopage name   you can see on internet I have never posted any thing else spirituality on this page and  followers are on this pageplz protect my page and give my page backi have deep faith on india govt and constitution and I m very tensed as I was maintaining that page from last years,someon sent messag sponsor ad facebook page ask add page facebook busi managera soon ad page onto thisi remov admin someon els becom admin sent mail delet mail account alsopag name see internet never post thing els spiritu page follow pageplz protect page give page backi deep faith india govt constitut tens maintain page last year
Online Cyber Trafficking,Online Trafficking,One girl on facebook named neha gupta call me through messenger nd whats app when i picked call she was nude and she taken my snapshot and started blackmailing me and was asking for money  rupees she said if u will not give then i will viral ur snapshot on social media and youtube she called me by no   Today morning a call by no  was telling me that he is speaking from cyber crime office delhi nd saying that give money to that girl otherwise u will be viral  sir please kindly help me from this issue  otherwise i will do something to myself,one girl facebook name neha gupta call messeng nd what app pick call nude taken snapshot start blackmail ask money rupe said u give viral ur snapshot social media youtub call today morn call tell speak cyber crime offic delhi nd say give money girl otherwis u viral sir pleas kindli help issu otherwis someth
Online Cyber Trafficking,Online Trafficking,There are so many email received by teaching faculty and messages on their phone numbers  Detailed mentioned in the complaint file attached Repeated email received by faculty members  Amazon gift vouchers with a request to click on the link is sent in the messages,mani email receiv teach faculti messag phone number detail mention complaint file attach repeat email receiv faculti member amazon gift voucher request click link sent messag
Online Cyber Trafficking,Online Trafficking,Sir these persons stolen my contact details without my knowledge and they stole my other details also Kindly take necessary action They informed all my contacts about the incidents and collapsed my name,sir person stolen contact detail without knowledg stole detail also kindli take necessari action inform contact incid collaps name
Online Cyber Trafficking,Online Trafficking,Person contacted us today through WhatsApp video call She was flaunting her body and asked me to flash that too She has took screen recording of mine and started asking money by saying that if the same has not been transferred she will upload that video all over the internet,person contact us today whatsapp video call flaunt bodi ask flash took screen record mine start ask money say transfer upload video internet
Online Cyber Trafficking,Online Trafficking,Sir mere pass phone pay ka notification aaya tha rewads offer  maine us mai  rupay send kar diye mere sath fraud hua h sir plz mera paisa return karwa dijiye mere pass rewads aaya niche phone pay likha tha rewards ke chakar mai maine account paisa send kar diya plz sir paisa returns karwa dijiye plz,sir mere pass phone pay ka notif aaya tha rewad offer main us mai rupay send kar diy mere sath fraud hua h sir plz mera paisa return karwa dijiy mere pass rewad aaya nich phone pay likha tha reward ke chakar mai main account paisa send kar diya plz sir paisa return karwa dijiy plz
Online Cyber Trafficking,Online Trafficking,                            kyc                            ,kyc
Online Cyber Trafficking,Online Trafficking,Some one call me for Marrige and and whatsapping but in Today Evening she calls me for video call and put his clothes then said to me also I unknowingly remove clothes and she make videos and Now they and thretning me for payment already take rs from me But want  more amount again and again harrasing for viral video Please help me,one call marrig whatsap today even call video call put cloth said also unknowingli remov cloth make video thretn payment alreadi take rs want amount harras viral video pleas help
Online Cyber Trafficking,Online Trafficking,"I have done the payment of  and that comes under pending
Then I have called to customer care to ask how much time will they take to proceed the transaction and the guy hacked my phn and take  without knowing my otp",done payment come pend call custom care ask much time take proceed transact guy hack phn take without know otp
Online Cyber Trafficking,Online Trafficking,Facebook pe scrach card dikhate hue apke liye offer h aisa likha tha us pe touch krte hi scratch ho gya fir  apne jita done krte h phone pay pe jate hi bina kuchh kiya account se pese cut ho gye message b ni aaya balance cut ka,facebook pe scrach card dikhat hue apk liy offer h aisa likha tha us pe touch krte hi scratch ho gya fir apn jita done krte h phone pay pe jate hi bina kuchh kiya account se pese cut ho gye messag b ni aaya balanc cut ka
Online Cyber Trafficking,Online Trafficking,"I have joined this organisation in August th  after that they have installed one reporting software into my mobile which was registered with the same email Id After few months just suddenly I have received call from HR that I have one firm which is registered with the name of my wife Now here I have collaborated entire communication what so ever I have did in my last four months of FW Even they have access my everything including bank account After that I have asked them for the details but till the time they have not yet answered my queries Software which they have installed in my phone having an access of everything either voice tracking or whatever I have kept in my phone people can access
The software name is DREY HEIGHTS
Now please help me in this circumstancelooking forward for your help
Regards",join organis august th instal one report softwar mobil regist email id month suddenli receiv call hr one firm regist name wife collabor entir commun ever last four month fw even access everyth includ bank account ask detail till time yet answer queri softwar instal phone access everyth either voic track whatev kept phone peopl access softwar name drey height pleas help circumstancelook forward help regard
Online Cyber Trafficking,Online Trafficking,I got a fake mail the user name is the same as my company ower so I replayed it to the mail the replay mail to send an amount to their account On February  played an online game on my phone on the google chrome browser Later I feel something wrong then I reset my phone and mail id password I think someone tracking my details because the mail user name is my company owner name and they asking for money,got fake mail user name compani ower replay mail replay mail send amount account februari play onlin game phone googl chrome browser later feel someth wrong reset phone mail id password think someon track detail mail user name compani owner name ask money
Online Cyber Trafficking,Online Trafficking,SirMadam this man is a fraud he fraud my paytm wallet rupees   Because i get a Paytm BC Agent and he was provide me BC ID but I am pay and he was not provide ID please help me he is a fraud man,sirmadam man fraud fraud paytm wallet rupe get paytm bc agent provid bc id pay provid id pleas help fraud man
Online Cyber Trafficking,Online Trafficking,yesterday i get a request from facebook name annu sharma i accept that then she text me hey and she share a whatsupp number  i feel ok let see so i text her on whatsupp then she told me are you interested for sex call i say ok fine so she play a fake nude video in call soo i though kk so i also removed my cloths and i share my personal parts then she started blackmailing that i have your nude video if u want to delete this then pay me  rs otherwise i will share on social media in scared i share her  but she started demanding more money so i block her then she text me from another  number  and  then i block both the number please sir its a humble request that take a strict action again this person,yesterday get request facebook name annu sharma accept text hey share whatsupp number feel ok let see text whatsupp told interest sex call say ok fine play fake nude video call soo though kk also remov cloth share person part start blackmail nude video u want delet pay rs otherwis share social media scare share start demand money block text anoth number block number pleas sir humbl request take strict action person
Online Cyber Trafficking,Online Trafficking,she meets on facebook and then she take my whatsapp no after that she video call me and record it and make my mms and blackmail me and asking for money  she text me on facebook first then she takes whatsapp no after that she appropriate for video call and make my mms,meet facebook take whatsapp video call record make mm blackmail ask money text facebook first take whatsapp appropri video call make mm
Online Cyber Trafficking,Online Trafficking,I received a whatsapp text from a number registered in the United Kingdom pretending as if it was sent on mistake However when I probed how they got my number she pretended to befriend me and initiate a conversation The whatsapp chat has been uploaded as evidence It is selfevident that this is some sinister attempt at a cybercrime,receiv whatsapp text number regist unit kingdom pretend sent mistak howev probe got number pretend befriend initi convers whatsapp chat upload evid selfevid sinist attempt cybercrim
Online Cyber Trafficking,Online Trafficking,This fraud has been happened with my sister She Received a call from unknown numberThey  convinced her for career growth and jobthey sent her a link to register documents and pay moneyShe trusted them and paid the moneythe total amount is Our family really needs help,fraud happen sister receiv call unknown numberthey convinc career growth jobthey sent link regist document pay moneysh trust paid moneyth total amount famili realli need help
Online Cyber Trafficking,Online Trafficking,I recently ordered a red velvet jacket from peral fashions store am getting the same message twice about the transaction but there is nowhere mentioned that when it will be shipped I want you to look after the same and Ill be waiting for your reply and i want you to take strict action towards this website,recent order red velvet jacket peral fashion store get messag twice transact nowher mention ship want look ill wait repli want take strict action toward websit
Online Cyber Trafficking,Online Trafficking,i take the loan from rupee pro app i return the money before time but they forcing me to pay again and harass me to publish your personal photo to internet calling to my friends family and my office employees i am very mantally disturb now as my wife is also  month pregnant please help me i also go to bindapur police station but not got positive response from them person whatsapp number is    and,take loan rupe pro app return money time forc pay harass publish person photo internet call friend famili offic employe mantal disturb wife also month pregnant pleas help also go bindapur polic station got posit respons person whatsapp number
Online Cyber Trafficking,Online Trafficking,"Bogi devender
                                                              ",bogi devend
Online Cyber Trafficking,Online Trafficking,spread          facebook    friend request   confirm   whatsapp number            record,spread facebook friend request confirm whatsapp number record
Online Cyber Trafficking,Online Trafficking,She asked me to do video call she told to show me body in video call and she made screen recording and blackmailing me to send money by posting those videos to my friends and family mam and she saying i will bury my respect in the soil i begged him but she is blackmailing mentally,ask video call told show bodi video call made screen record blackmail send money post video friend famili mam say buri respect soil beg blackmail mental
Online Cyber Trafficking,Online Trafficking,"As first I got a call regarding  after that for verification     after this they asked me to pay  And all the conversations were done on mail Are you fooling customers like us Why your team didnt told all the amount at the time
I want my amount to be refunded
After that a guy Naveen said that if you are not having enough amount how will you survive and shouted Is this the service you provide after taking money",first got call regard verif ask pay convers done mail fool custom like us team didnt told amount time want amount refund guy naveen said enough amount surviv shout servic provid take money
Online Cyber Trafficking,Online Trafficking,I encountered with a person on happn app where I received the contact number of the person and today that person video called me where my face was captured and some unusual video was played on that person screen after sometime that person made the video with my number mentioned on the screen and started blackmailing me that he will share the video with all if i dont send the money Even he called me and said the same where my friends profile was shown and video was shown as been shares on their Messenger I was afraid and somehow took the loan amount from slice app an sent the money on his paytm number the amount was Inr and after sometime he again called me and asked for inr where i again started to say that he will share that video with everyone,encount person happn app receiv contact number person today person video call face captur unusu video play person screen sometim person made video number mention screen start blackmail share video dont send money even call said friend profil shown video shown share messeng afraid somehow took loan amount slice app sent money paytm number amount inr sometim call ask inr start say share video everyon
Online Cyber Trafficking,Online Trafficking,BARODA UP BANK IN CUT  RUPAYE WITHDRAW IN FINGER DEVICE AEPS RECOMPLAINT OF SAD BRANCH FIR O KANPUR OUTER ST  TRANSACTION  PAYTM PAYMENTS BANK AEPS ND TRANSACTION PAYTM PAYMENTS BANK AEPS  RD TRANSACTION  INDUSLAND BANK AEPS  ISSUER WITHDRAWAL,baroda bank cut rupay withdraw finger devic aep recomplaint sad branch fir kanpur outer st transact paytm payment bank aep nd transact paytm payment bank aep rd transact indusland bank aep issuer withdraw
Online Cyber Trafficking,Online Trafficking,Telegram used by someone else and my friend told me this incident and then I check it but there is no any chat history showing in my mags after than again I receiving the call from others and asking about the same and I was so shocked when I received otp for login then I delete my telegram account through on web telegram,telegram use someon els friend told incid check chat histori show mag receiv call other ask shock receiv otp login delet telegram account web telegram
Online Cyber Trafficking,Online Trafficking,"Sir
This is regarding a online scam
My nane is Mamidi Latha
Creadit card no
From this Card unauthorised transitions are occured in Flipkart  I have cancelled all the orders but the Google Play cards are not cancelled I shows it was delivered to another person and the merchant says it was not refunded by Flipkart Please solve and refund the money  Help me",sir regard onlin scam nane mamidi latha creadit card card unauthoris transit occur flipkart cancel order googl play card cancel show deliv anoth person merchant say refund flipkart pleas solv refund money help
Online Cyber Trafficking,Online Trafficking,"Accually i searched for customer care number in Google so after that one number I called that number there responded to the number but he was fraud number he said me to download Anydesk app  From my account  was debited
Thankyou

Thankyou",accual search custom care number googl one number call number respond number fraud number said download anydesk app account debit thankyou thankyou
Online Cyber Trafficking,Online Trafficking,Sir  my house is for rent in olx he is massage me and etc He is set a house for rent and he is paying me thru phonepe He is showing me QR code and i am lost my mind and send a money by mistakeand i am asking please back my money but he is always asking me Only send a QR pichure and not return my money,sir hous rent olx massag etc set hous rent pay thru phonep show qr code lost mind send money mistakeand ask pleas back money alway ask send qr pichur return money
Online Cyber Trafficking,Online Trafficking,Did send the specific video by me on whatsapp later the blackmailer named Riya Gupa started harassing or blackmailing to do viral of the video He or She has sent the video to my dad facebook ID  even threating me to send money to his account via phonepe or Gpay or else he will continue to viral the video,send specif video whatsapp later blackmail name riya gupa start harass blackmail viral video sent video dad facebook id even threat send money account via phonep gpay els continu viral video
Online Cyber Trafficking,Online Trafficking,"Sir 
From   i received a whatsup message stating that some unknown person took my name as guarantee on his default to his company Meghana Enterprises  I hereby declare that i have no connection nor i encourage these illegal and unthical practises but looks like he started eating my time money and mental health 

Please investigate the same",sir receiv whatsup messag state unknown person took name guarante default compani meghana enterpris herebi declar connect encourag illeg unthic practis look like start eat time money mental health pleas investig
Online Cyber Trafficking,Online Trafficking,Sir mera naam Rajiv prajapati maen online knc chain application chala raha tha isne mere froud kiya sir ye hai unki leader no  isse mere paise dila digye dhanyebaad ye iski website url httpskncchaincomdownload,sir mera naam rajiv prajapati maen onlin knc chain applic chala raha tha isn mere froud kiya sir ye hai unki leader iss mere pais dila digy dhanyebaad ye iski websit url httpskncchaincomdownload
Online Cyber Trafficking,Online Trafficking,I downloaded app from playstore it was a loan app according to app i was eligible for  rs but to claim that money i was asked to make a payment of  rs i made a payment and still that person is asking to send more  rs,download app playstor loan app accord app elig rs claim money ask make payment rs made payment still person ask send rs
Online Cyber Trafficking,Online Trafficking,Online fraud ICICI customer care number  and personal no  My account has been hacked and amount of rs  was deducted on dt  on am Related proofs has been attached,onlin fraud icici custom care number person account hack amount rs deduct dt relat proof attach
Online Cyber Trafficking,Online Trafficking,cashfreekrishteeteshye,cashfreekrishteeteshy
Online Cyber Trafficking,Online Trafficking,Sir i am student and stuck in nude video calling on WhatsApp Name of the person is radha goyal met me on Facebook platform She told me that nude video are being send to my relatives and friends from this ID and destroy my career as well please sir help me to tackle this situation I am very depressed about my career so help me sir other ways they send my video to social media Facebook ID is radha goyal and his WhatsApp number is,sir student stuck nude video call whatsapp name person radha goyal met facebook platform told nude video send rel friend id destroy career well pleas sir help tackl situat depress career help sir way send video social media facebook id radha goyal whatsapp number
Online Cyber Trafficking,Online Trafficking,Getting call n whats app messages from  this number and asking for money Transferred k still black mailing Pls help me to get out f this situation He is continuously calling and searching my profiles in social media,get call n what app messag number ask money transfer k still black mail pl help get f situat continu call search profil social media
Online Cyber Trafficking,Online Trafficking,Name was one loans this company has provided online loan I will take a one loan He is given repayment days only  days I will repayment this day   due date He gives the term level aspirations evening  pm but He maid  harassment calls and messages He is temptation to suicide Please Action severely and quickly,name one loan compani provid onlin loan take one loan given repay day day repay day due date give term level aspir even pm maid harass call messag temptat suicid pleas action sever quickli
Online Cyber Trafficking,Online Trafficking,They asked to transfer money I trusted nd I transferred  thats the mistake I did its for a service I transferred  today after at around  it happened thats it please get back my money its really important,ask transfer money trust nd transfer that mistak servic transfer today around happen that pleas get back money realli import
Online Cyber Trafficking,Online Trafficking,Call my parents and family and  abusing them and my phone hacked and contact any body and abusing and layy saying addhar and loan contract number abusing them my name shubham routh and abusing them i am very disturb and my family disturb,call parent famili abus phone hack contact bodi abus layi say addhar loan contract number abus name shubham routh abus disturb famili disturb
Online Cyber Trafficking,Online Trafficking,I received a video call on WhatsApp yesterday I thought of it as a work call and picked it up It was from a female showing unacceptable content I repeatedly received from this number which I have mentioned above I again received a call from  this morning from a guy threatening me to diminish my image on social platforms Please help me uncover these people who target vulnerable minds,receiv video call whatsapp yesterday thought work call pick femal show unaccept content repeatedli receiv number mention receiv call morn guy threaten diminish imag social platform pleas help uncov peopl target vulner mind
Online Cyber Trafficking,Online Trafficking,They twll invest money we give commition but once they give after they fruad me and they tell ur not ble to with draw or refundthey tellbpay money and get with draw it will  of rupees frud me soo plzz help me to get my money it was my mistake because i was trust themmthey make me frauade plzz helpa me,twll invest money give commit give fruad tell ur ble draw refundthey tellbpay money get draw rupe frud soo plzz help get money mistak trust themmthey make frauad plzz helpa
Online Cyber Trafficking,Online Trafficking,"NMM korke ek company Aya tha aur  recharge korne por roj  ruppes Dene Wale the aur  ruppes main  ruppes roj Dene Wale the But ye httpswwwnmmediascompagesmyindex website abi nehi kam kor rahe he Mera toh yeh company  ruppes is company me dhub gaya
But yeh jo NMM company hai isko sorna nehi yeh lakho logu ke sath scam kor gayi",nmm kork ek compani aya tha aur recharg korn por roj rupp dene wale aur rupp main rupp roj dene wale ye httpswwwnmmediascompagesmyindex websit abi nehi kam kor rahe mera toh yeh compani rupp compani dhub gaya yeh jo nmm compani hai isko sorna nehi yeh lakho logu ke sath scam kor gayi
Online Cyber Trafficking,Online Trafficking,"i have missed internet banking  my internet banki yono banking is tracking sir please help me sir 

 httpbitlywsozot from sbi yono pan card update from  this number is came to me thats why  automatically otp is came and missed  rupees",miss internet bank internet banki yono bank track sir pleas help sir httpbitlywsozot sbi yono pan card updat number came that automat otp came miss rupe
