category,sub_category,crimeaditionalinfo,processed_text
Crime Against Women & Children,Computer Generated CSAM/CSEM,Digital photos of my daughter were altered and posted on explicit forums without consent.,digit photo daughter alter post explicit forum without consent
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is threatening to reveal personal information if I don’t comply with their requests.,someon threaten reveal person inform compli request
Crime Against Women & Children,Sexual Harassment,I am being harassed by a colleague online who keeps making inappropriate advances.,harass colleagu onlin keep make inappropri advanc
Crime Against Women & Children,Computer Generated CSAM/CSEM,Explicit digital images that resemble my child are being circulated online.,explicit digit imag resembl child circul onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is blackmailing me with fake explicit images they claim to release if I don’t pay.,someon blackmail fake explicit imag claim releas pay
Crime Against Women & Children,Sexual Harassment,A person repeatedly sends me vulgar messages on a professional networking platform.,person repeatedli send vulgar messag profession network platform
Crime Against Women & Children,Computer Generated CSAM/CSEM,Photos of me were digitally manipulated into explicit images and distributed online.,photo digit manipul explicit imag distribut onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,An individual is threatening to expose private details unless I fulfill their demands.,individu threaten expos privat detail unless fulfil demand
Crime Against Women & Children,Sexual Harassment,I keep receiving sexually explicit emails from an unknown sender who won’t stop.,keep receiv sexual explicit email unknown sender stop
Crime Against Women & Children,Computer Generated CSAM/CSEM,Computer-altered images of my minor sibling were found shared on illegal sites.,comput alter imag minor sibl found share illeg site
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed to pay money or else fake photos of me will be circulated online.,blackmail pay money els fake photo circul onlin
Crime Against Women & Children,Sexual Harassment,A social media user is sending explicit and offensive messages to my profile every day.,social media user send explicit offens messag profil everi day
Crime Against Women & Children,Computer Generated CSAM/CSEM,Someone used editing software to create explicit images of my child and posted them online.,someon use edit softwar creat explicit imag child post onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,A person is blackmailing me to comply with their demands using edited photos of me.,person blackmail compli demand use edit photo
Crime Against Women & Children,Sexual Harassment,A stranger is constantly harassing me with vulgar comments on my profile pictures.,stranger constantli harass vulgar comment profil pictur
Crime Against Women & Children,Computer Generated CSAM/CSEM,Edited images of my young niece appeared on an inappropriate website without consent.,edit imag young niec appear inappropri websit without consent
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is threatening to share private messages if I don’t meet their demands.,someon threaten share privat messag meet demand
Crime Against Women & Children,Sexual Harassment,I’m being harassed online by someone sending inappropriate photos and messages.,harass onlin someon send inappropri photo messag
Crime Against Women & Children,Computer Generated CSAM/CSEM,"Computer-generated images depicting explicit content were found, using photos of my daughter.",comput gener imag depict explicit content found use photo daughter
Crime Against Women & Children,Cyber Blackmailing & Threatening,"An unknown person is blackmailing me, threatening to share private content if I don’t pay.",unknown person blackmail threaten share privat content pay
Crime Against Women & Children,Sexual Harassment,I am continuously getting obscene messages from a fake account on social media.,continu get obscen messag fake account social media
Crime Against Women & Children,Computer Generated CSAM/CSEM,Explicit photos of my minor son were created digitally and circulated on the internet.,explicit photo minor son creat digit circul internet
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed with threats to reveal sensitive information unless I pay money.,blackmail threat reveal sensit inform unless pay money
Crime Against Women & Children,Sexual Harassment,I receive unsolicited obscene messages from a stranger on my email almost daily.,receiv unsolicit obscen messag stranger email almost daili
Crime Against Women & Children,Computer Generated CSAM/CSEM,My minor cousin’s image was edited into explicit content and spread online.,minor cousin imag edit explicit content spread onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is threatening to reveal edited pictures of me unless I pay them money.,someon threaten reveal edit pictur unless pay money
Crime Against Women & Children,Sexual Harassment,An individual sends me unwanted explicit messages on a professional platform.,individu send unwant explicit messag profession platform
Crime Against Women & Children,Computer Generated CSAM/CSEM,Digitally altered photos of my young nephew were shared inappropriately online.,digit alter photo young nephew share inappropri onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being threatened with doctored photos unless I fulfill someone’s financial demands.,threaten doctor photo unless fulfil someon financi demand
Crime Against Women & Children,Sexual Harassment,I am receiving persistent inappropriate messages on my public profile from a stranger.,receiv persist inappropri messag public profil stranger
Crime Against Women & Children,Computer Generated CSAM/CSEM,Inappropriate images of my child were created using computer software and shared online.,inappropri imag child creat use comput softwar share onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,An unknown person is threatening to leak my private data unless I send them money.,unknown person threaten leak privat data unless send money
Crime Against Women & Children,Sexual Harassment,"A user keeps harassing me on social media, sending sexually explicit messages.",user keep harass social media send sexual explicit messag
Crime Against Women & Children,Computer Generated CSAM/CSEM,Digital images of my child were altered into inappropriate content and spread on social media.,digit imag child alter inappropri content spread social media
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed with threats to expose my personal information unless I comply.,blackmail threat expos person inform unless compli
Crime Against Women & Children,Sexual Harassment,I am constantly receiving vulgar messages on a social platform from someone I don’t know.,constantli receiv vulgar messag social platform someon know
Crime Against Women & Children,Computer Generated CSAM/CSEM,Explicit computer-generated images of a child I know are being circulated on illegal sites.,explicit comput gener imag child know circul illeg site
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is threatening to share intimate information if I don’t follow their instructions.,someon threaten share intim inform follow instruct
Crime Against Women & Children,Sexual Harassment,A stranger is sending me harassing and offensive messages on my professional social profile.,stranger send harass offens messag profession social profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,My young relative’s image was digitally altered into inappropriate content and posted online.,young rel imag digit alter inappropri content post onlin
Crime Against Women & Children,Computer Generated CSAM/CSEM,Fake explicit photos of my daughter were edited and distributed without consent.,fake explicit photo daughter edit distribut without consent
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is threatening to release personal images unless I pay a large sum of money.,someon threaten releas person imag unless pay larg sum money
Crime Against Women & Children,Sexual Harassment,I’m receiving unsolicited sexual advances from a fake account on a social app.,receiv unsolicit sexual advanc fake account social app
Crime Against Women & Children,Computer Generated CSAM/CSEM,Photos of my niece were manipulated into inappropriate content and posted on the internet.,photo niec manipul inappropri content post internet
Crime Against Women & Children,Cyber Blackmailing & Threatening,A stranger is demanding money and threatening to expose private photos.,stranger demand money threaten expos privat photo
Crime Against Women & Children,Sexual Harassment,A user keeps messaging me offensive and explicit texts on my social media account.,user keep messag offens explicit text social media account
Crime Against Women & Children,Computer Generated CSAM/CSEM,Computer-generated inappropriate images of my son are circulating online.,comput gener inappropri imag son circul onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed with private data and threatened with exposure if I don’t comply.,blackmail privat data threaten exposur compli
Crime Against Women & Children,Sexual Harassment,A stranger sends vulgar comments daily on my professional profile.,stranger send vulgar comment daili profession profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Edited photos of my child are shared on explicit sites without our knowledge.,edit photo child share explicit site without knowledg
Crime Against Women & Children,Cyber Blackmailing & Threatening,An individual is blackmailing me for money with altered photos that resemble me.,individu blackmail money alter photo resembl
Crime Against Women & Children,Sexual Harassment,I am constantly harassed with inappropriate texts on social media by an unknown person.,constantli harass inappropri text social media unknown person
Crime Against Women & Children,Computer Generated CSAM/CSEM,Inappropriate photos of my child were digitally altered and distributed on the internet.,inappropri photo child digit alter distribut internet
Crime Against Women & Children,Cyber Blackmailing & Threatening,"Someone is blackmailing me, threatening to expose my private information unless paid.",someon blackmail threaten expos privat inform unless paid
Crime Against Women & Children,Sexual Harassment,A person harasses me with lewd messages on my social media platform.,person harass lewd messag social media platform
Crime Against Women & Children,Computer Generated CSAM/CSEM,Digitally created explicit images of my daughter were found circulating online.,digit creat explicit imag daughter found circul onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,A person is threatening to reveal my private texts if I don’t send money.,person threaten reveal privat text send money
Crime Against Women & Children,Sexual Harassment,I’m constantly receiving inappropriate photos from a stranger on my messaging app.,constantli receiv inappropri photo stranger messag app
Crime Against Women & Children,Computer Generated CSAM/CSEM,Fake explicit images of my nephew were generated and shared online.,fake explicit imag nephew gener share onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,"Someone is blackmailing me with my private photos, demanding money for silence.",someon blackmail privat photo demand money silenc
Crime Against Women & Children,Sexual Harassment,"A stranger continues to send me explicit messages through email, despite being blocked.",stranger continu send explicit messag email despit block
Crime Against Women & Children,Computer Generated CSAM/CSEM,Edited photos resembling my child were circulated on inappropriate websites.,edit photo resembl child circul inappropri websit
Crime Against Women & Children,Cyber Blackmailing & Threatening,A person has access to my contacts and is threatening exposure unless I comply.,person access contact threaten exposur unless compli
Crime Against Women & Children,Sexual Harassment,An unknown account keeps harassing me with obscene messages on my social media.,unknown account keep harass obscen messag social media
Crime Against Women & Children,Computer Generated CSAM/CSEM,My minor sibling’s image was edited into explicit content and posted on the internet.,minor sibl imag edit explicit content post internet
Crime Against Women & Children,Cyber Blackmailing & Threatening,"Someone is demanding a large sum of money, threatening to release private data.",someon demand larg sum money threaten releas privat data
Crime Against Women & Children,Sexual Harassment,I am being harassed by a stranger who constantly sends lewd comments on my profile.,harass stranger constantli send lewd comment profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Computer-generated explicit images of my friend’s child were found circulating online.,comput gener explicit imag friend child found circul onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed with threats to leak sensitive information if I do not pay.,blackmail threat leak sensit inform pay
Crime Against Women & Children,Sexual Harassment,I face continuous harassment from someone who sends vulgar texts on social media.,face continu harass someon send vulgar text social media
Crime Against Women & Children,Computer Generated CSAM/CSEM,Edited photos of my child were shared online in explicit forums without consent.,edit photo child share onlin explicit forum without consent
Crime Against Women & Children,Cyber Blackmailing & Threatening,"An individual is demanding money, threatening to leak private content if refused.",individu demand money threaten leak privat content refus
Crime Against Women & Children,Sexual Harassment,"I receive inappropriate texts from an unknown user daily, despite blocking them.",receiv inappropri text unknown user daili despit block
Crime Against Women & Children,Computer Generated CSAM/CSEM,Explicit images of my minor cousin were digitally created and posted online.,explicit imag minor cousin digit creat post onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being threatened with altered photos of me unless I comply with demands.,threaten alter photo unless compli demand
Crime Against Women & Children,Sexual Harassment,Someone sends obscene messages on my professional profile without stopping.,someon send obscen messag profession profil without stop
Crime Against Women & Children,Computer Generated CSAM/CSEM,Fake explicit photos of my daughter were found online; they are digitally created.,fake explicit photo daughter found onlin digit creat
Crime Against Women & Children,Cyber Blackmailing & Threatening,"A stranger is blackmailing me with intimate content, demanding money for silence.",stranger blackmail intim content demand money silenc
Crime Against Women & Children,Sexual Harassment,I am constantly harassed with unwanted explicit messages from someone on social media.,constantli harass unwant explicit messag someon social media
Crime Against Women & Children,Computer Generated CSAM/CSEM,Altered photos of my son were found online in inappropriate contexts.,alter photo son found onlin inappropri context
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed with threats to reveal private messages if I don’t pay.,blackmail threat reveal privat messag pay
Crime Against Women & Children,Sexual Harassment,A stranger harasses me daily with inappropriate texts on my social media.,stranger harass daili inappropri text social media
Crime Against Women & Children,Computer Generated CSAM/CSEM,Computer-generated photos of my niece in explicit content are being circulated online.,comput gener photo niec explicit content circul onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone threatens to expose personal data unless I send them money.,someon threaten expos person data unless send money
Crime Against Women & Children,Sexual Harassment,I am being harassed with obscene messages on my public social media profile daily.,harass obscen messag public social media profil daili
Crime Against Women & Children,Computer Generated CSAM/CSEM,Fake explicit images of my child have been shared on inappropriate sites.,fake explicit imag child share inappropri site
Crime Against Women & Children,Cyber Blackmailing & Threatening,A stranger is threatening to release private texts if I don’t comply with their demands.,stranger threaten releas privat text compli demand
Crime Against Women & Children,Sexual Harassment,Someone constantly sends vulgar messages to my email despite being blocked.,someon constantli send vulgar messag email despit block
Crime Against Women & Children,Computer Generated CSAM/CSEM,Altered explicit photos of my child were found online without permission.,alter explicit photo child found onlin without permiss
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is blackmailing me with threats to release personal information unless I pay.,someon blackmail threat releas person inform unless pay
Crime Against Women & Children,Sexual Harassment,I face harassment from someone who repeatedly sends inappropriate messages online.,face harass someon repeatedli send inappropri messag onlin
Crime Against Women & Children,Computer Generated CSAM/CSEM,Fake images of my daughter were digitally created and spread in inappropriate sites.,fake imag daughter digit creat spread inappropri site
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone threatens to reveal private content unless I transfer money.,someon threaten reveal privat content unless transfer money
Crime Against Women & Children,Sexual Harassment,I’m harassed online by someone who keeps sending vulgar messages to my account.,harass onlin someon keep send vulgar messag account
Crime Against Women & Children,Computer Generated CSAM/CSEM,Explicit images of my child were created and shared online without our consent.,explicit imag child creat share onlin without consent
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed with private data and facing threats of exposure.,blackmail privat data face threat exposur
Crime Against Women & Children,Sexual Harassment,I receive unsolicited obscene messages from a stranger on social media.,receiv unsolicit obscen messag stranger social media
Crime Against Women & Children,Computer Generated CSAM/CSEM,Edited explicit photos of my nephew appeared online on an inappropriate website.,edit explicit photo nephew appear onlin inappropri websit
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being threatened to transfer money or else private texts will be shared.,threaten transfer money els privat text share
Crime Against Women & Children,Sexual Harassment,I am continuously harassed online by a user who sends inappropriate messages daily.,continu harass onlin user send inappropri messag daili
Crime Against Women & Children,Computer Generated CSAM/CSEM,Computer-generated images depicting explicit content of my child were found online.,comput gener imag depict explicit content child found onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is threatening to reveal my personal data unless I pay a large sum of money.,someon threaten reveal person data unless pay larg sum money
Crime Against Women & Children,Sexual Harassment,"I am being harassed by someone who sends unwanted, explicit messages on social media.",harass someon send unwant explicit messag social media
Crime Against Women & Children,Computer Generated CSAM/CSEM,"Explicit images resembling my young sibling were found on the internet, digitally created.",explicit imag resembl young sibl found internet digit creat
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone threatens to release private content unless I send them money.,someon threaten releas privat content unless send money
Crime Against Women & Children,Sexual Harassment,An unknown person keeps sending obscene messages on my social media profile.,unknown person keep send obscen messag social media profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Altered explicit images of my minor niece were discovered circulating on forums.,alter explicit imag minor niec discov circul forum
Crime Against Women & Children,Computer Generated CSAM/CSEM,Digitally created inappropriate images resembling my daughter were shared on social media.,digit creat inappropri imag resembl daughter share social media
Crime Against Women & Children,Cyber Blackmailing & Threatening,A stranger is blackmailing me to send money or else they’ll post fake images of me.,stranger blackmail send money els post fake imag
Crime Against Women & Children,Sexual Harassment,I am being harassed with inappropriate messages from a stranger on my Instagram account.,harass inappropri messag stranger instagram account
Crime Against Women & Children,Computer Generated CSAM/CSEM,"My son’s image was altered into explicit content, which is now circulating online.",son imag alter explicit content circul onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is threatening to reveal my personal messages unless I pay them.,someon threaten reveal person messag unless pay
Crime Against Women & Children,Sexual Harassment,I keep getting obscene messages on LinkedIn from a stranger with a fake profile.,keep get obscen messag linkedin stranger fake profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Explicit images that look like my daughter were found on an online platform without our consent.,explicit imag look like daughter found onlin platform without consent
Crime Against Women & Children,Cyber Blackmailing & Threatening,"An individual is demanding money, threatening to release compromising images.",individu demand money threaten releas compromis imag
Crime Against Women & Children,Sexual Harassment,"A stranger sends vulgar messages to me on Facebook every day, despite blocking attempts.",stranger send vulgar messag facebook everi day despit block attempt
Crime Against Women & Children,Computer Generated CSAM/CSEM,Computer-generated explicit photos resembling my son have been posted online.,comput gener explicit photo resembl son post onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,I’m being blackmailed with digitally altered photos of me; they’re asking for money.,blackmail digit alter photo ask money
Crime Against Women & Children,Sexual Harassment,A person repeatedly sends me inappropriate messages on my social media profile.,person repeatedli send inappropri messag social media profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,"Altered images of my daughter were shared online without our consent, in explicit contexts.",alter imag daughter share onlin without consent explicit context
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is demanding money in exchange for not sharing private conversations of mine.,someon demand money exchang share privat convers mine
Crime Against Women & Children,Sexual Harassment,A stranger harasses me with explicit texts on my professional account every week.,stranger harass explicit text profession account everi week
Crime Against Women & Children,Computer Generated CSAM/CSEM,Fake photos of my son were created and posted on an explicit website.,fake photo son creat post explicit websit
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed with threats to expose private details unless I pay up.,blackmail threat expos privat detail unless pay
Crime Against Women & Children,Sexual Harassment,I receive obscene messages from an unknown sender on my work-related profile.,receiv obscen messag unknown sender work relat profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Digital images of my niece were altered and posted on inappropriate websites.,digit imag niec alter post inappropri websit
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is threatening to release my personal data unless I pay them immediately.,someon threaten releas person data unless pay immedi
Crime Against Women & Children,Sexual Harassment,I keep getting inappropriate messages from a stranger on my public social media profile.,keep get inappropri messag stranger public social media profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Photos of my minor daughter were edited and shared in explicit forums online.,photo minor daughter edit share explicit forum onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,A stranger is blackmailing me to send money or they’ll reveal private photos.,stranger blackmail send money reveal privat photo
Crime Against Women & Children,Sexual Harassment,I receive unsolicited lewd messages on my social media account from an unknown user.,receiv unsolicit lewd messag social media account unknown user
Crime Against Women & Children,Computer Generated CSAM/CSEM,Edited explicit images resembling my child are being circulated online.,edit explicit imag resembl child circul onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is demanding payment and threatening to release private conversations of mine.,someon demand payment threaten releas privat convers mine
Crime Against Women & Children,Sexual Harassment,A stranger continually sends me vulgar messages on my social platform.,stranger continu send vulgar messag social platform
Crime Against Women & Children,Computer Generated CSAM/CSEM,Computer-generated inappropriate photos of my niece were shared online without our permission.,comput gener inappropri photo niec share onlin without permiss
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is blackmailing me with fake explicit images unless I pay them.,someon blackmail fake explicit imag unless pay
Crime Against Women & Children,Sexual Harassment,I am receiving harassing messages on my social profile from an unknown account.,receiv harass messag social profil unknown account
Crime Against Women & Children,Computer Generated CSAM/CSEM,Explicit photos of my son were created digitally and shared on various social platforms.,explicit photo son creat digit share variou social platform
Crime Against Women & Children,Cyber Blackmailing & Threatening,A person is threatening to reveal intimate messages if I don’t comply with their demands.,person threaten reveal intim messag compli demand
Crime Against Women & Children,Sexual Harassment,I keep receiving vulgar messages from an unknown sender on my email.,keep receiv vulgar messag unknown sender email
Crime Against Women & Children,Computer Generated CSAM/CSEM,Fake explicit images of my young daughter are being shared on inappropriate websites.,fake explicit imag young daughter share inappropri websit
Crime Against Women & Children,Cyber Blackmailing & Threatening,A stranger is threatening to expose personal data unless I pay them money.,stranger threaten expos person data unless pay money
Crime Against Women & Children,Sexual Harassment,I am continuously being harassed by an anonymous person who sends inappropriate texts.,continu harass anonym person send inappropri text
Crime Against Women & Children,Computer Generated CSAM/CSEM,Edited photos of my minor child are being circulated on explicit forums without our consent.,edit photo minor child circul explicit forum without consent
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is blackmailing me with threats to release private conversations unless I pay.,someon blackmail threat releas privat convers unless pay
Crime Against Women & Children,Sexual Harassment,I keep getting harassed by someone who sends vulgar messages on my social media profile.,keep get harass someon send vulgar messag social media profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Digital manipulation of my daughter’s photos resulted in explicit images that were shared online.,digit manipul daughter photo result explicit imag share onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,"An individual is demanding payment, threatening to reveal intimate messages if I refuse.",individu demand payment threaten reveal intim messag refus
Crime Against Women & Children,Sexual Harassment,I am harassed daily with obscene messages on my professional social account by a stranger.,harass daili obscen messag profession social account stranger
Crime Against Women & Children,Computer Generated CSAM/CSEM,Fake explicit photos of my minor daughter were found shared on various platforms online.,fake explicit photo minor daughter found share variou platform onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone is threatening to release personal information about me if I don’t send money.,someon threaten releas person inform send money
Crime Against Women & Children,Sexual Harassment,A stranger sends unsolicited sexual messages on my social media despite repeated blocks.,stranger send unsolicit sexual messag social media despit repeat block
Crime Against Women & Children,Computer Generated CSAM/CSEM,"Explicit, computer-generated images resembling my son were discovered circulating online.",explicit comput gener imag resembl son discov circul onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed with private details; they’re demanding money for silence.,blackmail privat detail demand money silenc
Crime Against Women & Children,Sexual Harassment,I face harassment from an anonymous account that sends inappropriate texts to my profile.,face harass anonym account send inappropri text profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Edited explicit images of my daughter were created and shared on several inappropriate sites.,edit explicit imag daughter creat share sever inappropri site
Crime Against Women & Children,Cyber Blackmailing & Threatening,A person is threatening to expose private details if I don’t comply with their demand for money.,person threaten expos privat detail compli demand money
Crime Against Women & Children,Sexual Harassment,I am harassed with unwanted sexual messages on my LinkedIn profile.,harass unwant sexual messag linkedin profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Photos of my child were altered into explicit content and are being circulated online.,photo child alter explicit content circul onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,"Someone is demanding payment, threatening to expose my private images if I refuse.",someon demand payment threaten expos privat imag refus
Crime Against Women & Children,Sexual Harassment,A user keeps harassing me on social media with vulgar messages.,user keep harass social media vulgar messag
Crime Against Women & Children,Computer Generated CSAM/CSEM,Computer-generated inappropriate images resembling my child were found on the internet.,comput gener inappropri imag resembl child found internet
Crime Against Women & Children,Cyber Blackmailing & Threatening,"Someone is blackmailing me with personal messages, asking for money to keep them private.",someon blackmail person messag ask money keep privat
Crime Against Women & Children,Sexual Harassment,I keep getting explicit messages on my Instagram account from a stranger.,keep get explicit messag instagram account stranger
Crime Against Women & Children,Computer Generated CSAM/CSEM,My minor nephew’s image was edited into inappropriate content and posted online.,minor nephew imag edit inappropri content post onlin
Crime Against Women & Children,Cyber Blackmailing & Threatening,Someone threatens to leak private details unless I pay them money.,someon threaten leak privat detail unless pay money
Crime Against Women & Children,Sexual Harassment,I receive unsolicited vulgar messages from an unknown sender on my social profile.,receiv unsolicit vulgar messag unknown sender social profil
Crime Against Women & Children,Computer Generated CSAM/CSEM,Edited photos of my minor daughter appeared on an inappropriate site without permission.,edit photo minor daughter appear inappropri site without permiss
Crime Against Women & Children,Cyber Blackmailing & Threatening,I am being blackmailed with threats to reveal sensitive information unless I pay.,blackmail threat reveal sensit inform unless pay
Crime Against Women & Children,Sexual Harassment,I am receiving persistent harassing messages from an anonymous account on social media.,receiv persist harass messag anonym account social media
Crime Against Women & Children,Computer Generated CSAM/CSEM,Altered explicit photos of my daughter were created and circulated without consent.,alter explicit photo daughter creat circul without consent
Crime Against Women & Children,Cyber Blackmailing & Threatening,An unknown person is threatening to expose private messages if I do not pay.,unknown person threaten expos privat messag pay
Crime Against Women & Children,Sexual Harassment,I keep getting harassed on my social account by someone who sends vulgar messages.,keep get harass social account someon send vulgar messag
