category,sub_category,crimeaditionalinfo,processed_text
Cyber Terrorism,Cyber Terrorism,A channe named Indian Muslim Power Has Uploaded content supporting Taliban and Is celebrating Taliban Takeover Afganistan he is trying to radicalise his Followers by Similar videos in his channel Where he uploads Videos Were he can be Seen uploading status with Title Taliban Power Since this is a direct threat to sovereignty and Integrity of India and the followers of that channel can be influenced by the contents and eventually can become a potential threat for India I Request to Take My Case seriously and look into this Matter I hope action will be taken Soon,chann name indian muslim power upload content support taliban celebr taliban takeov afganistan tri radicalis follow similar video channel upload video seen upload statu titl taliban power sinc direct threat sovereignti integr india follow channel influenc content eventu becom potenti threat india request take case serious look matter hope action taken soon
Cyber Terrorism,Cyber Terrorism,"Pls track h e blackmailed me and theft my identity and now giving me scares
First asked money and luring me for something 
Now he wants to kill me i want to u too track down his no And update  me
He theft my id",pl track h e blackmail theft ident give scare first ask money lure someth want kill want u track updat theft id
Cyber Terrorism,Cyber Terrorism,RETURN REFUND DELEVERY SERVICE  A FRAUD CALL IS DONE MO NO  AND MY Rs IS BEING DEBITED SO PLEASE CHEAK MY QUERY BECAUSE IT IS A FRAUD CALL MY Number is  acount no,return refund deleveri servic fraud call done mo rs debit pleas cheak queri fraud call number acount
Cyber Terrorism,Cyber Terrorism,Sir please help me out They call me to offer data entry job and said to me that i will get  by  form in  days And asked for adhar cardphoto and signature and generated the above contract Now they are asking for money and torturing me,sir pleas help call offer data entri job said get form day ask adhar cardphoto signatur gener contract ask money tortur
Cyber Terrorism,Cyber Terrorism,Face mera h or kuch nhi h mujhko blackmail kr rha h  do nhi to tumara video  uploaded kr dunga tumare sare family members ke pass or WhatsApp pe cyber crime nose ek call bhi aya h am pr number h,face mera h kuch nhi h mujhko blackmail kr rha h nhi tumara video upload kr dunga tumar sare famili member ke pass whatsapp pe cyber crime nose ek call bhi aya h pr number h
Cyber Terrorism,Cyber Terrorism,Sir I donot take any kind of loan from AG LOAN app i get a link in email where I check my cibil score I just click this link and fill the form but they want my account number so I thought for cibil why they ask my account number thats why I put correct account number with wrong IFSC code and then suddenly I got a message in their app that my loan is active but due to my Coman sense I donot get any kind of amount because of wrong IFSC code now they will message me over whatsup and threatened me that you have take loan from us i already provided all the details to them like my bank statement and message and all that I donot get any loan but from today itself they threatened me that they will hack my contacts gallery and call my relatives if I donot return their money sir I provide you all documents that I donot take any loan and i donot get any amount still they threatened me pls sir help me with that they are very dangerous people,sir donot take kind loan ag loan app get link email check cibil score click link fill form want account number thought cibil ask account number that put correct account number wrong ifsc code suddenli got messag app loan activ due coman sens donot get kind amount wrong ifsc code messag whatsup threaten take loan us alreadi provid detail like bank statement messag donot get loan today threaten hack contact galleri call rel donot return money sir provid document donot take loan donot get amount still threaten pl sir help danger peopl
Cyber Terrorism,Cyber Terrorism,"Mai Anish Kumar apne phone froud ki complain darz karna chata hu aaj subah mere pass call aaya maine phone open Kiya or meri phone se paisa cut gaya
Me phone pay account se  amount cut Gaya ek bar  or ek bar  rs
Mai iske khilaf complain karna chata hu 
 Please mere complain per karvahi ki jaye or insaf dilaya jay",mai anish kumar apn phone froud ki complain darz karna chata hu aaj subah mere pass call aaya main phone open kiya meri phone se paisa cut gaya phone pay account se amount cut gaya ek bar ek bar rs mai isk khilaf complain karna chata hu pleas mere complain per karvahi ki jay insaf dilaya jay
Cyber Terrorism,Cyber Terrorism,"He take money flight tickets and hotel he take money  he os fraud he not own commitments plz help    this is no
Name sumit dingra 
 another no those have in viaiting card",take money flight ticket hotel take money os fraud commit plz help name sumit dingra anoth viait card
Cyber Terrorism,Cyber Terrorism,My wife Surekha Anil Deshpande received WhatsApp call today at  am on her WhatsApp account from the mobile no    on her mobile no  She was told that she has won price of Rs  Lakhs on K B C She totally denied of getting any such price  refused to continue the conversation Then the caller person started using slang and abusive language to her over the phone  also threatened to assault her,wife surekha anil deshpand receiv whatsapp call today whatsapp account mobil mobil told price rs lakh k b c total deni get price refus continu convers caller person start use slang abus languag phone also threaten assault
Cyber Terrorism,Cyber Terrorism,"Name of the perpetrator Tapan Parmar 
Club House ID cryptex 
Linkedin Profile httpswwwlinkedincomintapanparmarb
A Resident of Ahmedabad Gujrat Claims to have razed multiple temples in Gujrat In addition to this he calls the PM a terrorist and claims that Kashmir was and is a free state and India will not realize when it will fly away from us video attached more recordings are available

He is a known associate of Charlie aka Wajahat Ali  Clubhouse ID hellmandate Resident of Sopore Kashmir

Other known associates of this group which fuels separatist intentions on social media are

 Om Prakash  Club House ID speakupindia 
 Sanjiv Batra  Clubhouse ID batrasanjiv A close aid of Sanjay Jha
 Kapil Sharma  Clubhouse ID tokapil
 Capt GS Rathee  Clubhouse ID captainrathee  A so called veteran who claims that the Indian Army commits atrocities on and rapes the women of JnK 

This group runs a club  Speak Up India  that platforms separatist elements like Mir Mushtaq",name perpetr tapan parmar club hous id cryptex linkedin profil httpswwwlinkedincomintapanparmarb resid ahmedabad gujrat claim raze multipl templ gujrat addit call pm terrorist claim kashmir free state india realiz fli away us video attach record avail known associ charli aka wajahat ali clubhous id hellmand resid sopor kashmir known associ group fuel separatist intent social media om prakash club hous id speakupindia sanjiv batra clubhous id batrasanjiv close aid sanjay jha kapil sharma clubhous id tokapil capt gs rathe clubhous id captainrathe call veteran claim indian armi commit atroc rape women jnk group run club speak india platform separatist element like mir mushtaq
Cyber Terrorism,Cyber Terrorism,I was looking for online loan application in Play Store from  JanuaryI downloaded some applications and allowed all permission and I also give my documents like adher cardpan card which I get some loan from minute cash and Rapidsloan for  days and return to them with high interestbut one loan app the name I have not remind it nowit takes  rupees from me before giving loan and not give me even loannow a days they are blackmailing me in WhatsApp from different numbers and different loan app name like rupeekingsmall cashgold loanrupesalam etcif in future they used my documents in a froud case then iam not responsible for thisthey are continuously send me froud message since last week,look onlin loan applic play store januaryi download applic allow permiss also give document like adher cardpan card get loan minut cash rapidsloan day return high interestbut one loan app name remind nowit take rupe give loan give even loannow day blackmail whatsapp differ number differ loan app name like rupeekingsmal cashgold loanrupesalam etcif futur use document froud case iam respons thisthey continu send froud messag sinc last week
Cyber Terrorism,Cyber Terrorism,dear sir alg alg loan application ke name pe phon kr ke presan kr rhe contact list me bhi call kr rhe office aur khud k number galat galt de rhe he na nbfc k na RBI GUIDELINES RAGISTRD LISENCE DIKHA RHA HE bus phn aur wtsup pe call kr ke gali galoj kr rh he kirpya sgyan me liya jaye yha aj ke time me pandmic time me ghr k khana chalana muskil he en jese se kese nipte  Please meri help ki jaye  Sky loan Loan sathi  Shrp loan  En ke name se cal ati he aur ek legal notice bhi bheja he lekin galt loan aap ke name se please sir yese logo ko ban kre  bhut presan krte he sosocide thot jese problem ane lgti he dipresn me jana pdta he bina kisi vajah ke jab stetment mango to nhi dete payment kb ki o bhi nh dikha rhe he  please ban this tipe AP because rbi is not permitted this tipe aap my humble request,dear sir alg alg loan applic ke name pe phon kr ke presan kr rhe contact list bhi call kr rhe offic aur khud k number galat galt de rhe na nbfc k na rbi guidelin ragistrd lisenc dikha rha bu phn aur wtsup pe call kr ke gali galoj kr rh kirpya sgyan liya jay yha aj ke time pandmic time ghr k khana chalana muskil en jese se kese nipt pleas meri help ki jay sky loan loan sathi shrp loan en ke name se cal ati aur ek legal notic bhi bheja lekin galt loan aap ke name se pleas sir yese logo ko ban kre bhut presan krte sosocid thot jese problem ane lgti dipresn jana pdta bina kisi vajah ke jab stetment mango nhi dete payment kb ki bhi nh dikha rhe pleas ban tipe ap rbi permit tipe aap humbl request
Cyber Terrorism,Cyber Terrorism,I am staying in Delhi and these  cyber criminals are staying in Mumbai and they are using a Mobile App which is present inside their mobile phones This Mobile App  is made by a Tantrik to do Black Magic  they are using this Mobile App to give me and my Parents Murder and Death  Kidnap  Threats Daily for Last  months for Extortion of Money My complaint is registered with Bindapur Police Station Dated  Complaint number   but the SHO Mr Sanjay Gupta does not take any action at all I went to DCP office in Dwarka and registered another complaint number  dated Dec   still no action no arrest has been made Please immediately arrest these  Cyber Criminals from Mumbai under IPC    for using Mobile App to give me Murder Threats and produce them before the Dwarka District Magistrate and get them punished with Life in Prison sentence under IPC  I am available in Delhi to give all  assistance Mohammed Khan Mobile,stay delhi cyber crimin stay mumbai use mobil app present insid mobil phone mobil app made tantrik black magic use mobil app give parent murder death kidnap threat daili last month extort money complaint regist bindapur polic station date complaint number sho mr sanjay gupta take action went dcp offic dwarka regist anoth complaint number date dec still action arrest made pleas immedi arrest cyber crimin mumbai ipc use mobil app give murder threat produc dwarka district magistr get punish life prison sentenc ipc avail delhi give assist moham khan mobil
Cyber Terrorism,Cyber Terrorism,sir i get phone call from unknown numbers on whatsapp and phone calls on some days and today we got a call in which no number is showing on mobile screen  and there are a lot of fake calls on whatsapp in which the offer of crorepati is also given,sir get phone call unknown number whatsapp phone call day today got call number show mobil screen lot fake call whatsapp offer crorepati also given
Cyber Terrorism,Cyber Terrorism,I got spam calls and messages on my whats app They are demanding for my With me and my fiance They were called our family persons too Can you please resolve this worse situation They called us with lots of cyber number,got spam call messag what app demand fianc call famili person pleas resolv wors situat call us lot cyber number
Cyber Terrorism,Cyber Terrorism,"Huge amount lost my two knc account one Rs other this is already uploaded I requested to this types of fraud very danger and lost money by various payment app like paytm phonepe google pay Etc
We want to need amount which is already loss by knc fraudster",huge amount lost two knc account one rs alreadi upload request type fraud danger lost money variou payment app like paytm phonep googl pay etc want need amount alreadi loss knc fraudster
Cyber Terrorism,Cyber Terrorism,"This is recovery agent from a loan app he is threating me to use my documentation in a illegle way and he abusing me 
And telling me he hack my phone and and social media handles and leak my all photos i am so diprresed about that and my repay date is  feb and date is not even complete and the recovery agnent doing this all 
Please help me in this case otherwise do sucide 
I am so concerned about this please help me",recoveri agent loan app threat use document illegl way abus tell hack phone social media handl leak photo diprres repay date feb date even complet recoveri agnent pleas help case otherwis sucid concern pleas help
Cyber Terrorism,Cyber Terrorism,at eleven feb thirteen o clock we received fraud audio call from kunal gupta name he said that I win cash back from what app of Rs  so he advise me to open phone pay app app and received it so we open phone pe and pay  twise and again pe rs  so money dectucted and no return yet,eleven feb thirteen clock receiv fraud audio call kunal gupta name said win cash back app rs advis open phone pay app app receiv open phone pe pay twise pe rs money dectuct return yet
Cyber Terrorism,Cyber Terrorism,Some body is using my aadhar card picture and sending dirty messages to my contact numbers Present time I am busy in postel voting team I have no time to handel this situation They are sending dirty dirty messages to my family contact and my friends,bodi use aadhar card pictur send dirti messag contact number present time busi postel vote team time handel situat send dirti dirti messag famili contact friend
Cyber Terrorism,Cyber Terrorism,SOMEONE HAS HACKED MY WHATSAPP AND SEND LOTS OF MASSAGES TO MY CONTACT LIST AND SOME OTHER NUMBER FOR ASKING MONEY AND INFORMING ABOUT WINNING THE LOTTERIES FROM MY NUMBER I RECEIVED CALLS FROM PEOPLE WHY I NEEDED MONEY AND THEN I CAME TO KNOW MY NUMBER HAS HACKED AND THAT PERSON IS SENDING MASSAGES FROM MY NUMBER I DID NOT ACCRUE ANY LOSE BUT WANTED TO INFORM THE CYBER CRIME BRANCH THAT IT HAS HAPPENED WITH ME AND DEPARTMENT SHOULD INITIATED THE INVESTIGATION OF THIS INCIDENCE THANK YOU,someon hack whatsapp send lot massag contact list number ask money inform win lotteri number receiv call peopl need money came know number hack person send massag number accru lose want inform cyber crime branch happen depart initi investig incid thank
Cyber Terrorism,Cyber Terrorism,"A random person approached me while I was going back home from working out He complimented me for the way I workout in the DDA park and started asking me questions like Am I an IAS officers Husband and do I have Kashmiri roots and am I from an army background and where do I study and what do i do and where do i live i told him my college is in bombay then he started telling me things nearby my college like Shivaji park shiv sena bhawan etc I asked for his name but he was hesitant to give it to me he said i could call him manny and that he lives in SOOCHNA APTTS Vasundhara enclave he then talked about medical terms related to a shoulder injury and NLP he asked if we could stay in touch and then entered his number in my phone he then made me join a Whatsapp group and then messaged his friend from my number HI BRO FUHRER THIS SIDE WHICH GROUP SHOULD I ADD THIS GUY IN GOOGLE OR WHATSAPP  he then deleted the chats from my end so that no evidence was left he asked if i wanted to have tea in his home but i declined to state i have an online exam he asked if he could accompany me to Bombay as he wanted to take his migrating certificate from some medical college in PAREL we parted ways and when I read the group description  KHALISTANI REPUBLIC I immediately exited blocked and reported the group 
His Friend name and the number is YASH VERMA ",random person approach go back home work compliment way workout dda park start ask question like ia offic husband kashmiri root armi background studi live told colleg bombay start tell thing nearbi colleg like shivaji park shiv sena bhawan etc ask name hesit give said could call manni live soochna aptt vasundhara enclav talk medic term relat shoulder injuri nlp ask could stay touch enter number phone made join whatsapp group messag friend number hi bro fuhrer side group add guy googl whatsapp delet chat end evid left ask want tea home declin state onlin exam ask could accompani bombay want take migrat certif medic colleg parel part way read group descript khalistani republ immedi exit block report group friend name number yash verma
Cyber Terrorism,Cyber Terrorism,"Rizwan aziz abusing and supporting kashmiri terrorist 
I protested on that post after that he came and very aggressive mood then I again protested  then he was so abusing and shown anti national behaviour",rizwan aziz abus support kashmiri terrorist protest post came aggress mood protest abus shown anti nation behaviour
Cyber Terrorism,Cyber Terrorism,Online loan apps harassing me and my family members and all my contacts from phone they hacked my phone and calling and WhatsApp messaging all my contacts regarding payment they all are unauthorized and and recovering their black money in wrong way They got support and financial help from different Indian Finance companies they call and message from international numbers their numbers are   and so on there are many number in list,onlin loan app harass famili member contact phone hack phone call whatsapp messag contact regard payment unauthor recov black money wrong way got support financi help differ indian financ compani call messag intern number number mani number list
Cyber Terrorism,Cyber Terrorism,On  a Phone call  was received on my number  and he stated that you required labour on your home then you have to pay  in advance so I transfred  on his phone pay then he ask me to transfer k more in his account then I realised he is the fraudester so I lodge a complaint to take necessary action against the accused person,phone call receiv number state requir labour home pay advanc transfr phone pay ask transfer k account realis fraudest lodg complaint take necessari action accus person
Cyber Terrorism,Cyber Terrorism,"Ikarza bigg harrasment app call reletives whatsapp send abuse pics calls abuse language 
Ikarza loan app bigg harrasment app call all reletive and abused languages abuse whatsaap pics harrasment app bigg",ikarza bigg harras app call relet whatsapp send abus pic call abus languag ikarza loan app bigg harras app call relet abus languag abus whatsaap pic harras app bigg
Cyber Terrorism,Cyber Terrorism,"he blackmail me Manny others mobiles number and from other countries number west bengal and bangladesh tourism 
im in depration paisa dene ke baad bhi hamari id ko galat likh kar blackmail kar rahe hai",blackmail manni other mobil number countri number west bengal bangladesh tourism im deprat paisa dene ke baad bhi hamari id ko galat likh kar blackmail kar rahe hai
Cyber Terrorism,Cyber Terrorism,"I Vivek Birendra Singh Want to inform you that i have received a threaten to the nation asking a call asking me a bomb has received or not  on th of feb 
On same day and same time th Feb my Senior in the college has  also got a call from same number but he has not received a it was a international number
On th Feb at  AM again from the same number call has came and he has abusive me so i request you take a legal Action against this person",vivek birendra singh want inform receiv threaten nation ask call ask bomb receiv th feb day time th feb senior colleg also got call number receiv intern number th feb number call came abus request take legal action person
Cyber Terrorism,Cyber Terrorism,I AM MOHAMMAD SALIM SO FIROZ AHMED  TO UP JAUNPUR I  TRANSFER PAYMENT  TO MR NARESH KUMAR ACOUNT NUMBER IS NARESH SHARMA TO PAY ACOUNT NO  KOTEK MAHINDRA BANK  REGARDING SAUDI ARABIA  JOB HE TOLD AND PROMISE CONFERM JOB IN SAUDI ARABIA BUT THIS  TIME HE CLOSED OFFICE AND UNDERGROUND IN DELHI,mohammad salim firoz ahm jaunpur transfer payment mr naresh kumar acount number naresh sharma pay acount kotek mahindra bank regard saudi arabia job told promis conferm job saudi arabia time close offic underground delhi
Cyber Terrorism,Cyber Terrorism,This video work for spread racial violence because we belive this kind video killed Kishan Bharwad in Dhandhuka village in ahemadabad and this group people very badly send to his Muslim jihadi group and threatened to other all people  to murder,video work spread racial violenc beliv kind video kill kishan bharwad dhandhuka villag ahemadabad group peopl badli send muslim jihadi group threaten peopl murder
Cyber Terrorism,Cyber Terrorism,"Amit is spreading terrorism and calling of genocide of Sikhs He threatened sikhs to repeat mass murders as happened in  in Delhi Anti Riots And he clearly says that neither Sikh or any Sikh will left alive
Please take action now before these word convert into action",amit spread terror call genocid sikh threaten sikh repeat mass murder happen delhi anti riot clearli say neither sikh sikh left aliv pleas take action word convert action
Cyber Terrorism,Cyber Terrorism,Online loan apps are blackmailing and harrasing me by using all my contacts information while making the payments through thier upi link or Qr scanner i got few companies names and those are mentioned below kindly please take strict action ARY INNOVATIONS PVT LTD and ABI TECHNOLOGIES please look into the issue and save many people life,onlin loan app blackmail harras use contact inform make payment thier upi link qr scanner got compani name mention kindli pleas take strict action ari innov pvt ltd abi technolog pleas look issu save mani peopl life
Cyber Terrorism,Cyber Terrorism,Instagram lo oka boy or girl msg chestunnaru blackmail chestunnaru ebbandhi chestunnaru bhaga na life ni spoil chestaru anta  pics unnay ani bediristunnaru ma family members ki na giruinchi bad ga cheputhunnaru money aduguthunnaru  chala ebbandhi ga unadhi,instagram lo oka boy girl msg chestunnaru blackmail chestunnaru ebbandhi chestunnaru bhaga na life ni spoil chestaru anta pic unnay ani bediristunnaru famili member ki na giruinchi bad ga cheputhunnaru money aduguthunnaru chala ebbandhi ga unadhi
Cyber Terrorism,Cyber Terrorism,Like edward snowden complaint I think many more than peoples are tapped on my cell phoneit is very disturbed to me try to help me They worldwide  tapped methey earning money and trouble to me they so happy but am very struggled,like edward snowden complaint think mani peopl tap cell phoneit disturb tri help worldwid tap methey earn money troubl happi struggl
Cyber Terrorism,Cyber Terrorism,"ir
After  year they called me for the payment She is from Dhancash Application which is not even available on Play Store  Please help me They are abusing my family members They are calling to me and abusing very badlly Forcing me to make the paymentThey asking to click on link and making paymentI will lost all my money sir",ir year call payment dhancash applic even avail play store pleas help abus famili member call abus badlli forc make paymentthey ask click link make paymenti lost money sir
Cyber Terrorism,Cyber Terrorism,"There is a receiver  false tower that is dug under the ground in Akshaya Today apartments This tower is dug up to receive all calls and data of locals nearby so whenever i change a number that can also be tapped 

Likely this is done by a popular detective agency which has a prior criminal record Require your hrlp in digging this out and mapping this to detdctive agency most likely owned by AppuDetectives or DK Giri",receiv fals tower dug ground akshaya today apart tower dug receiv call data local nearbi whenev chang number also tap like done popular detect agenc prior crimin record requir hrlp dig map detdctiv agenc like own appudetect dk giri
Cyber Terrorism,Cyber Terrorism,"Approximately  I was obstructed from work I recently brought Asus Vivobook in Nawanashar I attempted to connect the Windows software to my existing online Windows Outlook Account  To utilise Microsoft The Password was denied for my Outlook acct refusing me entry and then my Security code was not received across  Gmail accounts  If it was registered to any previous Gmail account that meant my Passwords were obtained in Goa including my Apple ID containing a book I was writing and all my legal correspondence I checked Spam Trash and Junk folders  and no password prompt was sent TO REGAIN ACCESS BACK INTO MY OUTLOOK ACCT  I suspect it was an attempt to obstruct me from reporting Racism and Discrimination Stereotypes being made regarding HinduIndian people outside of India Including STEREOTYPES that INDIAN Men practice unprotected Gay Sex and spread HIV POSITIVE VIRUS from a UNIVERSITY IN SOUTHALL LONDON  They then created a media stir to attempt to infuriate Hindu Student by perverting the course of Justice by attempting to side Muslims in a case to say that Hindu must bare the burden rage fury anger  Islamic Extremists experiencedI have been vocal in disagreement regarding satarist as Free radical manipulative and terrorist 
I then followed the link I dont have any of these emails which consumed a lot of time and I suffered from timeout msg and in and out of internet connection The whole obstruction took up whole day and was controlled from terrorist",approxim obstruct work recent brought asu vivobook nawanashar attempt connect window softwar exist onlin window outlook account utilis microsoft password deni outlook acct refus entri secur code receiv across gmail account regist previou gmail account meant password obtain goa includ appl id contain book write legal correspond check spam trash junk folder password prompt sent regain access back outlook acct suspect attempt obstruct report racism discrimin stereotyp made regard hinduindian peopl outsid india includ stereotyp indian men practic unprotect gay sex spread hiv posit viru univers southal london creat media stir attempt infuri hindu student pervert cours justic attempt side muslim case say hindu must bare burden rage furi anger islam extremist experiencedi vocal disagr regard satarist free radic manipul terrorist follow link dont email consum lot time suffer timeout msg internet connect whole obstruct took whole day control terrorist
Cyber Terrorism,Cyber Terrorism,"Today morning I got a call from phone no   as it was an unknown international call I didnot received the call
 Later I received  msgs from Rupeeking claiming money from me and threatening to inform my contacts if they donot receive the money
 The whatsapp link they sent is not working and the nos pickedup the calls once and deny sending such msgs One no  is a south indian no After receiving the call they switched off the no Another no  is showing as Kailash Kamdar s no in true caller but he too didnot receive my calls Once I tried from a diffent no A lady from westbengal received the call and denied claiming any money from me but I ve received whatsapp from her no
The msgs got from these  whatsapp nos are attached herewith 
I have never downloaded Rupeeking app and never applied loan from them Today I checked the app is not even in google playstore and they are claiming money from me 

Please help me from these frauds and ensure they donot scam other people like they tried to do to me",today morn got call phone unknown intern call didnot receiv call later receiv msg rupeek claim money threaten inform contact donot receiv money whatsapp link sent work no pickedup call deni send msg one south indian receiv call switch anoth show kailash kamdar true caller didnot receiv call tri diffent ladi westbeng receiv call deni claim money receiv whatsapp msg got whatsapp no attach herewith never download rupeek app never appli loan today check app even googl playstor claim money pleas help fraud ensur donot scam peopl like tri
Cyber Terrorism,Cyber Terrorism,"Sir
This is Girish Kumar Sagar I have registered for an Online application name dhani on  June actually i have downloaded this app from ads that say i will got most of the benefits and no need to pay any intrest but after i known that there real behaviour is opposite i have uninstalled after some days back they send me their freedom card even i have not demanded from them they sent but i refused to take it and send it back then they started calling me continuously saying that Please complete your registeration and activate your card you will get loan and all so they demanded rs and they will give  credit limit i said ok after that i registered after paying it they tell that you can only use it for watching movies or recharge and all i say what was my profit i can easily done recharge and watch movie by my own after that i have uninstalled and thought my money gone Sir after a while now they started calling me from December that your payment of  is due and pay it back otherwise we will crash your cibil score they didnot even send me a payment reminder no email no calls for six months and now after that they demanding the money for the services i have never used sir their customer care is so rude in talk and even talk like that they doesnot dare wil law every social media youtube and Play store all having bad review with dhani they are doing scam in real and open world sir please take action like me there are thousands of people who are harrassed by these",sir girish kumar sagar regist onlin applic name dhani june actual download app ad say got benefit need pay intrest known real behaviour opposit uninstal day back send freedom card even demand sent refus take send back start call continu say pleas complet register activ card get loan demand rs give credit limit said ok regist pay tell use watch movi recharg say profit easili done recharg watch movi uninstal thought money gone sir start call decemb payment due pay back otherwis crash cibil score didnot even send payment remind email call six month demand money servic never use sir custom care rude talk even talk like doesnot dare wil law everi social media youtub play store bad review dhani scam real open world sir pleas take action like thousand peopl harrass
